id,intent_id,timestamp,source,entity,value,start,end,confidence
36,121,2019-02-11 11:45:09,gold standard,StationStart,theresienstraße,0,15,-1.0
37,121,2019-02-11 11:45:09,gold standard,StationDest,assling,19,26,-1.0
38,122,2019-02-11 11:45:09,gold standard,StationStart,theresienstraße,19,34,-1.0
39,122,2019-02-11 11:45:09,gold standard,StationDest,munich east,38,49,-1.0
40,123,2019-02-11 11:45:09,gold standard,Vehicle,bus,19,22,-1.0
41,123,2019-02-11 11:45:09,gold standard,Criterion,next,14,18,-1.0
42,123,2019-02-11 11:45:09,gold standard,StationStart,garching,35,43,-1.0
43,124,2019-02-11 11:45:09,gold standard,StationStart,quiddestraße,5,17,-1.0
44,124,2019-02-11 11:45:09,gold standard,StationDest,garching,21,29,-1.0
45,125,2019-02-11 11:45:09,gold standard,StationStart,kurt-eisner-straße,31,49,-1.0
46,125,2019-02-11 11:45:09,gold standard,StationDest,garching forschungszentrum,53,79,-1.0
47,126,2019-02-11 11:45:09,gold standard,StationStart,quiddestraße,31,43,-1.0
48,126,2019-02-11 11:45:09,gold standard,StationDest,garching forschungszentrum,47,73,-1.0
49,127,2019-02-11 11:45:09,gold standard,Vehicle,train,19,24,-1.0
50,127,2019-02-11 11:45:09,gold standard,Criterion,next,14,18,-1.0
51,127,2019-02-11 11:45:09,gold standard,StationStart,garching,35,43,-1.0
52,128,2019-02-11 11:45:09,gold standard,StationStart,hauptbahnhof,5,17,-1.0
53,128,2019-02-11 11:45:09,gold standard,StationDest,garching,21,29,-1.0
54,129,2019-02-11 11:45:09,gold standard,StationStart,garching forschungszentrum,41,67,-1.0
55,129,2019-02-11 11:45:09,gold standard,StationDest,glockenbachviertel,17,35,-1.0
56,130,2019-02-11 11:45:09,gold standard,StationStart,garching,19,27,-1.0
57,130,2019-02-11 11:45:09,gold standard,StationDest,nordfriedhof,31,43,-1.0
58,131,2019-02-11 11:45:09,gold standard,StationStart,garching forschungszentrum,41,67,-1.0
59,131,2019-02-11 11:45:09,gold standard,StationDest,glockenbachviertel,17,35,-1.0
60,132,2019-02-11 11:45:09,gold standard,Vehicle,train,17,22,-1.0
61,132,2019-02-11 11:45:09,gold standard,Criterion,next,12,16,-1.0
62,132,2019-02-11 11:45:09,gold standard,StationStart,garching forschungszentrum,34,60,-1.0
63,133,2019-02-11 11:45:09,gold standard,StationStart,moosach,19,26,-1.0
64,133,2019-02-11 11:45:09,gold standard,StationDest,quiddestraße,30,42,-1.0
65,134,2019-02-11 11:45:09,gold standard,StationStart,moosach,19,26,-1.0
66,134,2019-02-11 11:45:09,gold standard,StationDest,poccistraße,30,41,-1.0
67,135,2019-02-11 11:45:09,gold standard,StationStart,kurt-eisner-straße,19,37,-1.0
68,135,2019-02-11 11:45:09,gold standard,StationDest,garching forschungszentrum,41,67,-1.0
69,136,2019-02-11 11:45:09,gold standard,StationStart,moosach,19,26,-1.0
70,136,2019-02-11 11:45:09,gold standard,StationDest,quiddestraße,30,42,-1.0
71,137,2019-02-11 11:45:09,gold standard,StationStart,moosach,19,26,-1.0
72,137,2019-02-11 11:45:09,gold standard,StationDest,odeonsplatz,30,41,-1.0
73,138,2019-02-11 11:45:09,gold standard,Vehicle,bus,19,22,-1.0
74,138,2019-02-11 11:45:09,gold standard,Criterion,next,14,18,-1.0
75,138,2019-02-11 11:45:09,gold standard,StationStart,garching,33,41,-1.0
76,139,2019-02-11 11:45:09,gold standard,Criterion,shortest,11,19,-1.0
77,139,2019-02-11 11:45:09,gold standard,StationStart,quiddestraße,29,41,-1.0
78,139,2019-02-11 11:45:09,gold standard,StationDest,odeonsplatz,45,56,-1.0
79,140,2019-02-11 11:45:09,gold standard,Vehicle,bus,17,20,-1.0
80,140,2019-02-11 11:45:09,gold standard,Criterion,next,12,16,-1.0
81,140,2019-02-11 11:45:09,gold standard,StationStart,ostbahnhof,26,36,-1.0
82,141,2019-02-11 11:45:09,gold standard,StationStart,garching,19,27,-1.0
83,141,2019-02-11 11:45:09,gold standard,StationDest,neuperlach sued,31,46,-1.0
84,142,2019-02-11 11:45:09,gold standard,Vehicle,train,17,22,-1.0
85,142,2019-02-11 11:45:09,gold standard,Criterion,next,12,16,-1.0
86,142,2019-02-11 11:45:09,gold standard,StationStart,munchner freiheit,26,43,-1.0
87,143,2019-02-11 11:45:09,gold standard,StationStart,marienplatz,19,30,-1.0
88,143,2019-02-11 11:45:09,gold standard,StationDest,garching,34,42,-1.0
89,144,2019-02-11 11:45:09,gold standard,StationStart,poccistraße,18,29,-1.0
90,144,2019-02-11 11:45:09,gold standard,StationDest,laim,33,37,-1.0
91,145,2019-02-11 11:45:09,gold standard,StationStart,marienplatz,27,38,-1.0
92,145,2019-02-11 11:45:09,gold standard,StationDest,garching,13,21,-1.0
93,146,2019-02-11 11:45:09,gold standard,StationStart,marienplatz,19,30,-1.0
94,146,2019-02-11 11:45:09,gold standard,StationDest,garching,34,42,-1.0
95,147,2019-02-11 11:45:09,gold standard,StationStart,hauptbahnhof,19,31,-1.0
96,147,2019-02-11 11:45:09,gold standard,StationDest,odeonsplatz,35,46,-1.0
97,148,2019-02-11 11:45:09,gold standard,StationStart,prinzregentenplatz,0,18,-1.0
98,148,2019-02-11 11:45:09,gold standard,StationDest,rotkreuzplatz,22,35,-1.0
99,149,2019-02-11 11:45:09,gold standard,StationStart,marienplatz,30,41,-1.0
100,149,2019-02-11 11:45:09,gold standard,StationDest,garching,16,24,-1.0
101,150,2019-02-11 11:45:09,gold standard,Criterion,next,0,4,-1.0
102,150,2019-02-11 11:45:09,gold standard,Vehicle,train,5,10,-1.0
103,150,2019-02-11 11:45:09,gold standard,StationStart,garching,16,24,-1.0
104,151,2019-02-11 11:45:09,gold standard,StationStart,prinzregentenplatz,5,23,-1.0
105,151,2019-02-11 11:45:09,gold standard,StationDest,rotkreuzplatz,27,40,-1.0
106,152,2019-02-11 11:45:09,gold standard,Vehicle,subway,17,23,-1.0
107,152,2019-02-11 11:45:09,gold standard,Criterion,next,12,16,-1.0
108,152,2019-02-11 11:45:09,gold standard,StationStart,garching forschungszentrum,29,55,-1.0
109,153,2019-02-11 11:45:09,gold standard,StationStart,garching,5,13,-1.0
110,153,2019-02-11 11:45:09,gold standard,StationDest,klinikum,17,25,-1.0
111,154,2019-02-11 11:45:09,gold standard,StationStart,garching foschungszentrum,5,30,-1.0
112,154,2019-02-11 11:45:09,gold standard,StationDest,odeonsplatz,34,45,-1.0
113,155,2019-02-11 11:45:09,gold standard,Vehicle,bus,5,8,-1.0
114,155,2019-02-11 11:45:09,gold standard,Criterion,next,0,4,-1.0
115,155,2019-02-11 11:45:09,gold standard,StationStart,garching,12,20,-1.0
116,156,2019-02-11 11:45:09,gold standard,Vehicle,train,14,19,-1.0
117,156,2019-02-11 11:45:09,gold standard,StationStart,garching forschungszentrum,31,57,-1.0
118,157,2019-02-11 11:45:09,gold standard,Criterion,next,0,4,-1.0
119,157,2019-02-11 11:45:09,gold standard,Vehicle,subway,5,11,-1.0
120,157,2019-02-11 11:45:09,gold standard,StationStart,garching forschungszentrum,17,43,-1.0
121,158,2019-02-11 11:45:09,gold standard,Vehicle,bus,17,20,-1.0
122,158,2019-02-11 11:45:09,gold standard,Criterion,next,12,16,-1.0
123,158,2019-02-11 11:45:09,gold standard,StationStart,garching,26,34,-1.0
124,159,2019-02-11 11:45:09,gold standard,Vehicle,bus,5,8,-1.0
125,159,2019-02-11 11:45:09,gold standard,Criterion,next,0,4,-1.0
126,159,2019-02-11 11:45:09,gold standard,StationStart,garching,14,22,-1.0
127,160,2019-02-11 11:45:09,gold standard,Vehicle,bus,5,8,-1.0
128,160,2019-02-11 11:45:09,gold standard,Criterion,next,0,4,-1.0
129,160,2019-02-11 11:45:09,gold standard,StationStart,garching,14,22,-1.0
130,161,2019-02-11 11:45:09,gold standard,Vehicle,bus,5,8,-1.0
131,161,2019-02-11 11:45:09,gold standard,Criterion,next,0,4,-1.0
132,161,2019-02-11 11:45:09,gold standard,StationStart,central station,14,29,-1.0
133,162,2019-02-11 11:45:09,gold standard,StationStart,garching,5,13,-1.0
134,162,2019-02-11 11:45:09,gold standard,StationDest,marienplatz,17,28,-1.0
135,163,2019-02-11 11:45:09,gold standard,Vehicle,bus,5,8,-1.0
136,163,2019-02-11 11:45:09,gold standard,Criterion,next,0,4,-1.0
137,163,2019-02-11 11:45:09,gold standard,StationStart,garching,14,22,-1.0
138,164,2019-02-11 11:45:09,gold standard,StationStart,garching,16,24,-1.0
139,164,2019-02-11 11:45:09,gold standard,StationDest,hauptbahnhof,28,40,-1.0
140,165,2019-02-11 11:45:09,gold standard,Vehicle,bus,19,22,-1.0
141,165,2019-02-11 11:45:09,gold standard,Criterion,next,14,18,-1.0
142,165,2019-02-11 11:45:09,gold standard,StationStart,garching,36,44,-1.0
143,166,2019-02-11 11:45:09,gold standard,StationStart,hauptbahnhof,21,33,-1.0
144,166,2019-02-11 11:45:09,gold standard,StationDest,odeonsplatz,37,48,-1.0
145,167,2019-02-11 11:45:09,gold standard,Vehicle,u-bahn,19,25,-1.0
146,167,2019-02-11 11:45:09,gold standard,Criterion,next,14,18,-1.0
147,167,2019-02-11 11:45:09,gold standard,StationStart,garching forschungszentrum,37,63,-1.0
148,168,2019-02-11 11:45:09,gold standard,Vehicle,u-bahn,19,25,-1.0
149,168,2019-02-11 11:45:09,gold standard,Criterion,next,14,18,-1.0
150,168,2019-02-11 11:45:09,gold standard,StationStart,garching,37,45,-1.0
151,169,2019-02-11 11:45:09,gold standard,Vehicle,subway,19,25,-1.0
152,169,2019-02-11 11:45:09,gold standard,Criterion,next,14,18,-1.0
153,169,2019-02-11 11:45:09,gold standard,StationStart,garching,37,45,-1.0
154,170,2019-02-11 11:45:09,gold standard,Vehicle,train,17,22,-1.0
155,170,2019-02-11 11:45:09,gold standard,Criterion,next,12,16,-1.0
156,170,2019-02-11 11:45:09,gold standard,StationStart,garching,26,34,-1.0
157,171,2019-02-11 11:45:09,gold standard,StationStart,münchner freiheit,16,33,-1.0
158,171,2019-02-11 11:45:09,gold standard,StationDest,garching,37,45,-1.0
159,172,2019-02-11 11:45:09,gold standard,StationStart,implerstraße,0,12,-1.0
160,172,2019-02-11 11:45:09,gold standard,StationDest,ostbahnhof,16,26,-1.0
161,173,2019-02-11 11:45:09,gold standard,StationStart,hauptbahnhof,19,31,-1.0
162,173,2019-02-11 11:45:09,gold standard,StationDest,odeonsplatz,35,46,-1.0
163,174,2019-02-11 11:45:09,gold standard,StationStart,garching forschungszentrum,18,44,-1.0
164,174,2019-02-11 11:45:09,gold standard,StationDest,prinzregentenplatz,48,66,-1.0
165,175,2019-02-11 11:45:09,gold standard,StationStart,mangfallplatz,19,32,-1.0
166,175,2019-02-11 11:45:09,gold standard,StationDest,garching,36,44,-1.0
167,176,2019-02-11 11:45:09,gold standard,StationDest,hohenlindenerstraße,17,36,-1.0
168,177,2019-02-11 11:45:09,gold standard,StationStart,harthaus,0,8,-1.0
169,177,2019-02-11 11:45:09,gold standard,StationDest,hackerbrücke,12,24,-1.0
170,178,2019-02-11 11:45:09,gold standard,StationStart,feldmoching,19,30,-1.0
171,178,2019-02-11 11:45:09,gold standard,StationDest,garching forschungszentrum,34,60,-1.0
172,179,2019-02-11 11:45:09,gold standard,StationStart,marienplatz,5,16,-1.0
173,179,2019-02-11 11:45:09,gold standard,StationDest,petershausen,20,32,-1.0
174,180,2019-02-11 11:45:09,gold standard,Vehicle,train,12,17,-1.0
175,180,2019-02-11 11:45:09,gold standard,StationStart,garching,23,31,-1.0
176,180,2019-02-11 11:45:09,gold standard,StationDest,marienplatz,35,46,-1.0
177,181,2019-02-11 11:45:09,gold standard,StationStart,neufahrn,0,8,-1.0
178,181,2019-02-11 11:45:09,gold standard,StationDest,garching,12,20,-1.0
179,182,2019-02-11 11:45:09,gold standard,StationStart,mangfallplatz,19,32,-1.0
180,182,2019-02-11 11:45:09,gold standard,StationDest,garching,36,44,-1.0
181,183,2019-02-11 11:45:09,gold standard,StationDest,hohenlindenerstr,17,33,-1.0
182,184,2019-02-11 11:45:09,gold standard,Vehicle,bus,17,20,-1.0
183,184,2019-02-11 11:45:09,gold standard,Criterion,next,12,16,-1.0
184,184,2019-02-11 11:45:09,gold standard,StationStart,garching forschungzentrum,26,51,-1.0
185,185,2019-02-11 11:45:09,gold standard,StationStart,spitzingplatz,18,31,-1.0
186,185,2019-02-11 11:45:09,gold standard,StationDest,poccistraße,35,46,-1.0
187,186,2019-02-11 11:45:09,gold standard,StationStart,garching forschungszentrum,19,45,-1.0
188,186,2019-02-11 11:45:09,gold standard,StationDest,marienplatz,49,60,-1.0
189,187,2019-02-11 11:45:09,gold standard,StationStart,klinkum,19,26,-1.0
190,187,2019-02-11 11:45:09,gold standard,StationDest,marienplatz,30,41,-1.0
191,188,2019-02-11 11:45:09,gold standard,StationStart,alte heide,16,26,-1.0
192,188,2019-02-11 11:45:09,gold standard,StationDest,marienplatz,30,41,-1.0
193,189,2019-02-11 11:45:09,gold standard,Vehicle,train,5,10,-1.0
194,189,2019-02-11 11:45:09,gold standard,Criterion,next,0,4,-1.0
195,189,2019-02-11 11:45:09,gold standard,StationStart,muenchen freicheit,16,34,-1.0
196,190,2019-02-11 11:45:09,gold standard,StationStart,garching,10,18,-1.0
197,191,2019-02-11 11:45:09,gold standard,Vehicle,u-bahn,19,25,-1.0
198,191,2019-02-11 11:45:09,gold standard,Criterion,next,14,18,-1.0
199,191,2019-02-11 11:45:09,gold standard,StationStart,garching,36,44,-1.0
200,192,2019-02-11 11:45:09,gold standard,Vehicle,bus,9,12,-1.0
201,192,2019-02-11 11:45:09,gold standard,Criterion,next,4,8,-1.0
202,192,2019-02-11 11:45:09,gold standard,StationStart,garching forschungzentrum,18,43,-1.0
203,193,2019-02-11 11:45:09,gold standard,Vehicle,train,17,22,-1.0
204,193,2019-02-11 11:45:09,gold standard,Criterion,next,12,16,-1.0
205,193,2019-02-11 11:45:09,gold standard,StationStart,alte heide,26,36,-1.0
206,194,2019-02-11 11:45:09,gold standard,StationStart,garching,15,23,-1.0
207,195,2019-02-11 11:45:09,gold standard,StationStart,münchner freiheit,41,58,-1.0
208,195,2019-02-11 11:45:09,gold standard,StationDest,scheidplatz,62,73,-1.0
209,196,2019-02-11 11:45:09,gold standard,StationStart,garching forschungszentrum,19,45,-1.0
210,196,2019-02-11 11:45:09,gold standard,StationDest,prinzregentenplatz,49,67,-1.0
211,197,2019-02-11 11:45:09,gold standard,StationStart,neufahrn,19,27,-1.0
212,197,2019-02-11 11:45:09,gold standard,StationDest,garching,31,39,-1.0
213,198,2019-02-11 11:45:09,gold standard,StationDest,airport,15,22,-1.0
214,199,2019-02-11 11:45:09,gold standard,Line,u6,19,21,-1.0
215,199,2019-02-11 11:45:09,gold standard,Criterion,next,14,18,-1.0
216,199,2019-02-11 11:45:09,gold standard,StationStart,garching forschungszentrum,33,59,-1.0
217,200,2019-02-11 11:45:09,gold standard,StationStart,munchner freiheit,19,36,-1.0
218,200,2019-02-11 11:45:09,gold standard,StationDest,nordfriedhof,40,52,-1.0
219,201,2019-02-11 11:45:09,gold standard,StationStart,harthaus,5,13,-1.0
220,201,2019-02-11 11:45:09,gold standard,StationDest,hackerbrücke,17,29,-1.0
221,202,2019-02-11 11:45:09,gold standard,Vehicle,train,12,17,-1.0
222,202,2019-02-11 11:45:09,gold standard,StationStart,garching,23,31,-1.0
223,203,2019-02-11 11:45:09,gold standard,Vehicle,train,17,22,-1.0
224,203,2019-02-11 11:45:09,gold standard,Criterion,next,12,16,-1.0
225,203,2019-02-11 11:45:09,gold standard,StationStart,münchner freiheit,28,45,-1.0
226,204,2019-02-11 11:45:09,gold standard,StationStart,theresienstrasse,19,35,-1.0
227,204,2019-02-11 11:45:09,gold standard,StationDest,garching forschungszentrum,39,65,-1.0
228,205,2019-02-11 11:45:09,gold standard,StationStart,münchner freiheit,19,36,-1.0
229,205,2019-02-11 11:45:09,gold standard,StationDest,odeonsplatz,40,51,-1.0
230,206,2019-02-11 11:45:09,gold standard,StationStart,garching,5,13,-1.0
231,206,2019-02-11 11:45:09,gold standard,StationDest,hauptbahnhof,17,29,-1.0
232,207,2019-02-11 11:45:09,gold standard,StationStart,garching,19,27,-1.0
233,207,2019-02-11 11:45:09,gold standard,StationDest,odeonsplatz,31,42,-1.0
234,208,2019-02-11 11:45:09,gold standard,StationStart,neufahrn,7,15,-1.0
235,208,2019-02-11 11:45:09,gold standard,StationDest,garching,20,28,-1.0
236,209,2019-02-11 11:45:09,gold standard,StationStart,studentenstadt,19,33,-1.0
237,209,2019-02-11 11:45:09,gold standard,StationDest,garching,37,45,-1.0
238,210,2019-02-11 11:45:09,gold standard,Vehicle,bus,17,20,-1.0
239,210,2019-02-11 11:45:09,gold standard,Criterion,next,12,16,-1.0
240,210,2019-02-11 11:45:09,gold standard,StationStart,garching,26,34,-1.0
241,211,2019-02-11 11:45:09,gold standard,StationStart,hauptbahnhof,13,25,-1.0
242,211,2019-02-11 11:45:09,gold standard,StationDest,odeonsplatz,29,40,-1.0
