id,sentence_id,timestamp,source,entity,value,start,end,confidence
23,753,2018-11-14 10:28:41,gold standard,WebService,Uber,17,21,-1.0
24,753,2018-11-14 10:28:41,classification,WebService,uber,17,21,0.6966805826890673
25,754,2018-11-14 10:28:41,gold standard,WebService,Sify Mail,16,25,-1.0
26,755,2018-11-14 10:28:41,gold standard,WebService,37signals,28,37,-1.0
27,756,2018-11-14 10:28:41,gold standard,WebService,Hunch,20,25,-1.0
28,756,2018-11-14 10:28:41,classification,WebService,hunch,20,25,0.8139574253052407
29,757,2018-11-14 10:28:41,gold standard,WebService,Google Apps,20,31,-1.0
30,757,2018-11-14 10:28:41,classification,WebService,google,20,26,0.8227512033310591
31,758,2018-11-14 10:28:41,gold standard,WebService,Evernote,0,8,-1.0
32,759,2018-11-14 10:28:41,gold standard,WebService,LibraryThing,16,28,-1.0
33,760,2018-11-14 10:28:41,gold standard,WebService,Facebook,29,37,-1.0
34,761,2018-11-14 10:28:41,gold standard,WebService,Google,49,55,-1.0
35,761,2018-11-14 10:28:41,classification,WebService,google,49,55,0.8455047264294491
36,762,2018-11-14 10:28:41,gold standard,WebService,Google,21,27,-1.0
37,762,2018-11-14 10:28:41,classification,WebService,google,21,27,0.8092887225537093
38,763,2018-11-14 10:28:41,gold standard,WebService,flickr,35,41,-1.0
39,763,2018-11-14 10:28:41,gold standard,WebService,OpenID,54,60,-1.0
40,764,2018-11-14 10:28:41,gold standard,WebService,Google Alerts,24,37,-1.0
41,764,2018-11-14 10:28:41,classification,WebService,google,24,30,0.830685839821693
42,766,2018-11-14 10:28:41,gold standard,WebService,Prezi,31,36,-1.0
43,767,2018-11-14 10:28:41,gold standard,WebService,Google Streetview,20,37,-1.0
44,767,2018-11-14 10:28:41,classification,WebService,google,20,26,0.8435082043661429
45,768,2018-11-14 10:28:41,gold standard,WebService,Zencoder,0,8,-1.0
46,769,2018-11-14 10:28:41,gold standard,WebService,Google Calendar,29,44,-1.0
47,769,2018-11-14 10:28:41,classification,WebService,google calendar,29,44,0.8954971954446792
48,770,2018-11-14 10:28:41,gold standard,WebService,Stack Exchange,24,38,-1.0
49,771,2018-11-14 10:28:41,gold standard,WebService,Picasa,20,26,-1.0
50,771,2018-11-14 10:28:41,gold standard,WebService,Facebook,58,66,-1.0
51,771,2018-11-14 10:28:41,classification,WebService,facebook,58,66,0.8140684789522639
52,772,2018-11-14 10:28:41,gold standard,WebService,Facebook,16,24,-1.0
53,772,2018-11-14 10:28:41,gold standard,WebService,Google Apps,37,48,-1.0
54,772,2018-11-14 10:28:41,classification,WebService,google,37,43,0.9268891557412816
55,773,2018-11-14 10:28:41,gold standard,WebService,Facebook,14,22,-1.0
56,773,2018-11-14 10:28:41,gold standard,WebService,Twitter,23,30,-1.0
57,773,2018-11-14 10:28:41,gold standard,WebService,Foursquare,33,43,-1.0
58,773,2018-11-14 10:28:41,classification,WebService,twitter,23,30,0.7909010647430625
59,774,2018-11-14 10:28:41,gold standard,WebService,Google Calendar,0,15,-1.0
60,774,2018-11-14 10:28:41,classification,WebService,google calendar,0,15,0.7911393827575145
61,775,2018-11-14 10:28:41,gold standard,WebService,Google,0,6,-1.0
62,775,2018-11-14 10:28:41,classification,WebService,google,0,6,0.8699190419232127
63,776,2018-11-14 10:28:41,gold standard,WebService,Gmail,0,5,-1.0
64,776,2018-11-14 10:28:41,gold standard,WebService,Google,26,32,-1.0
65,776,2018-11-14 10:28:41,classification,WebService,gmail,0,5,0.9682767987423028
66,776,2018-11-14 10:28:41,classification,WebService,google,26,32,0.766160129942467
67,777,2018-11-14 10:28:41,gold standard,WebService,ebay,31,35,-1.0
68,778,2018-11-14 10:28:41,gold standard,WebService,Gmail,0,5,-1.0
69,778,2018-11-14 10:28:41,classification,WebService,gmail,0,5,0.9683520780103179
70,779,2018-11-14 10:28:41,gold standard,WebService,Wordpress,26,35,-1.0
71,780,2018-11-14 10:28:41,gold standard,WebService,Yahoo,25,30,-1.0
72,781,2018-11-14 10:28:41,gold standard,WebService,Google,45,51,-1.0
73,781,2018-11-14 10:28:41,classification,WebService,google,45,51,0.4929382614424645
74,782,2018-11-14 10:28:41,gold standard,WebService,Gmail,50,55,-1.0
75,782,2018-11-14 10:28:41,classification,WebService,gmail,50,55,0.9169436283022299
76,783,2018-11-14 10:28:41,gold standard,WebService,Gmail,37,42,-1.0
77,783,2018-11-14 10:28:41,classification,WebService,gmail,37,42,0.9721417134263501
78,785,2018-11-14 10:28:41,gold standard,WebService,Gmail,32,37,-1.0
79,785,2018-11-14 10:28:41,classification,WebService,gmail,32,37,0.9317377749825669
80,786,2018-11-14 10:28:41,gold standard,WebService,Gmail,36,41,-1.0
81,786,2018-11-14 10:28:41,classification,WebService,gmail,36,41,0.9593843418663989
82,787,2018-11-14 10:28:41,gold standard,WebService,Gmail,18,23,-1.0
83,787,2018-11-14 10:28:41,classification,WebService,gmail,18,23,0.9171833961495376
84,789,2018-11-14 10:28:41,gold standard,WebService,Postini,25,32,-1.0
85,790,2018-11-14 10:28:41,gold standard,WebService,Google,30,36,-1.0
86,790,2018-11-14 10:28:41,classification,WebService,google,30,36,0.777173778162963
87,791,2018-11-14 10:28:41,gold standard,WebService,Gmail,33,38,-1.0
88,791,2018-11-14 10:28:41,classification,WebService,gmail,33,38,0.9342598885223949
89,792,2018-11-14 10:28:41,gold standard,WebService,Facebook,39,47,-1.0
90,793,2018-11-14 10:28:41,gold standard,WebService,Gmail,34,39,-1.0
91,793,2018-11-14 10:28:41,classification,WebService,gmail,34,39,0.9820590802096842
92,794,2018-11-14 10:28:41,gold standard,WebService,Gmail,0,5,-1.0
93,794,2018-11-14 10:28:41,classification,WebService,gmail,0,5,0.9690536102831014
94,795,2018-11-14 10:28:41,gold standard,WebService,Gmail,32,37,-1.0
95,795,2018-11-14 10:28:41,classification,WebService,gmail,32,37,0.9967382225514057
96,796,2018-11-14 10:28:41,gold standard,WebService,YouTube,25,32,-1.0
97,796,2018-11-14 10:28:41,classification,WebService,youtube,25,32,0.8693362313508072
98,797,2018-11-14 10:28:41,gold standard,WebService,PayPal,20,26,-1.0
99,798,2018-11-14 10:28:41,gold standard,WebService,OkCupid,14,21,-1.0
100,799,2018-11-14 10:47:14,gold standard,WebService,Facebook,15,23,-1.0
101,800,2018-11-14 10:48:08,gold standard,WebService,Facebook,15,23,-1.0
102,801,2018-11-14 10:48:08,gold standard,WebService,Facebook,19,27,-1.0
103,801,2018-11-14 10:48:08,classification,WebService,facebook,19,27,0.8139574251259918
104,802,2018-11-14 10:48:08,gold standard,WebService,Pandora,19,26,-1.0
105,803,2018-11-14 10:48:08,gold standard,WebService,Trello,38,44,-1.0
106,804,2018-11-14 10:48:08,gold standard,WebService,iGoogle,34,41,-1.0
107,805,2018-11-14 10:48:08,gold standard,WebService,Trello,31,37,-1.0
108,806,2018-11-14 10:48:08,gold standard,WebService,Flickr,33,39,-1.0
109,806,2018-11-14 10:48:08,gold standard,WebService,Picasa,43,49,-1.0
110,807,2018-11-14 10:48:08,gold standard,WebService,Google Calendar,14,29,-1.0
111,807,2018-11-14 10:48:08,gold standard,WebService,Outlook Calendar,38,54,-1.0
112,807,2018-11-14 10:48:08,classification,WebService,google calendar,14,29,0.953487667352869
113,807,2018-11-14 10:48:08,classification,WebService,outlook calendar,38,54,0.6729672934397174
114,808,2018-11-14 10:48:08,gold standard,WebService,Google Reader,55,68,-1.0
115,808,2018-11-14 10:48:08,classification,WebService,google reader,55,68,0.8165515311443325
116,809,2018-11-14 10:48:08,gold standard,WebService,160by2,20,26,-1.0
117,809,2018-11-14 10:48:08,classification,WebService,160by2,20,26,0.8139574253052407
118,810,2018-11-14 10:48:08,gold standard,WebService,Yahoo mail,32,42,-1.0
119,810,2018-11-14 10:48:08,classification,WebService,yahoo,32,37,0.4703056881074658
120,811,2018-11-14 10:48:08,gold standard,WebService,Google Analytics,34,50,-1.0
121,811,2018-11-14 10:48:08,classification,WebService,google,34,40,0.8480536479154648
122,812,2018-11-14 10:48:08,gold standard,WebService,imgur,17,22,-1.0
123,812,2018-11-14 10:48:08,classification,WebService,imgur,17,22,0.8139568571114062
124,813,2018-11-14 10:48:08,gold standard,WebService,Uber,17,21,-1.0
125,813,2018-11-14 10:48:08,classification,WebService,uber,17,21,0.6966805826890673
126,814,2018-11-14 10:48:08,gold standard,WebService,Sify Mail,16,25,-1.0
127,815,2018-11-14 10:48:08,gold standard,WebService,37signals,28,37,-1.0
128,816,2018-11-14 10:48:08,gold standard,WebService,Hunch,20,25,-1.0
129,816,2018-11-14 10:48:08,classification,WebService,hunch,20,25,0.8139574253052407
130,817,2018-11-14 10:48:08,gold standard,WebService,Google Apps,20,31,-1.0
131,817,2018-11-14 10:48:08,classification,WebService,google,20,26,0.8227512033310591
132,818,2018-11-14 10:48:08,gold standard,WebService,Evernote,0,8,-1.0
133,819,2018-11-14 10:48:08,gold standard,WebService,LibraryThing,16,28,-1.0
134,820,2018-11-14 10:48:08,gold standard,WebService,Facebook,29,37,-1.0
135,821,2018-11-14 10:48:08,gold standard,WebService,Google,49,55,-1.0
136,821,2018-11-14 10:48:08,classification,WebService,google,49,55,0.8455047264294491
137,822,2018-11-14 10:48:08,gold standard,WebService,Google,21,27,-1.0
138,822,2018-11-14 10:48:08,classification,WebService,google,21,27,0.8092887225537093
139,823,2018-11-14 10:48:08,gold standard,WebService,flickr,35,41,-1.0
140,823,2018-11-14 10:48:08,gold standard,WebService,OpenID,54,60,-1.0
141,824,2018-11-14 10:48:08,gold standard,WebService,Google Alerts,24,37,-1.0
142,824,2018-11-14 10:48:08,classification,WebService,google,24,30,0.830685839821693
143,826,2018-11-14 10:48:08,gold standard,WebService,Prezi,31,36,-1.0
144,827,2018-11-14 10:48:08,gold standard,WebService,Google Streetview,20,37,-1.0
145,827,2018-11-14 10:48:08,classification,WebService,google,20,26,0.8435082043661429
146,828,2018-11-14 10:48:08,gold standard,WebService,Zencoder,0,8,-1.0
147,829,2018-11-14 10:48:08,gold standard,WebService,Google Calendar,29,44,-1.0
148,829,2018-11-14 10:48:08,classification,WebService,google calendar,29,44,0.8954971954446792
149,830,2018-11-14 10:48:08,gold standard,WebService,Stack Exchange,24,38,-1.0
150,831,2018-11-14 10:48:08,gold standard,WebService,Picasa,20,26,-1.0
151,831,2018-11-14 10:48:08,gold standard,WebService,Facebook,58,66,-1.0
152,831,2018-11-14 10:48:08,classification,WebService,facebook,58,66,0.8140684789522639
153,832,2018-11-14 10:48:08,gold standard,WebService,Facebook,16,24,-1.0
154,832,2018-11-14 10:48:08,gold standard,WebService,Google Apps,37,48,-1.0
155,832,2018-11-14 10:48:08,classification,WebService,google,37,43,0.9268891557412816
156,833,2018-11-14 10:48:08,gold standard,WebService,Facebook,14,22,-1.0
157,833,2018-11-14 10:48:08,gold standard,WebService,Twitter,23,30,-1.0
158,833,2018-11-14 10:48:08,gold standard,WebService,Foursquare,33,43,-1.0
159,833,2018-11-14 10:48:08,classification,WebService,twitter,23,30,0.7909010647430625
160,834,2018-11-14 10:48:08,gold standard,WebService,Google Calendar,0,15,-1.0
161,834,2018-11-14 10:48:08,classification,WebService,google calendar,0,15,0.7911393827575145
162,835,2018-11-14 10:48:08,gold standard,WebService,Google,0,6,-1.0
163,835,2018-11-14 10:48:08,classification,WebService,google,0,6,0.8699190419232127
164,836,2018-11-14 10:48:08,gold standard,WebService,Gmail,0,5,-1.0
165,836,2018-11-14 10:48:08,gold standard,WebService,Google,26,32,-1.0
166,836,2018-11-14 10:48:08,classification,WebService,gmail,0,5,0.9682767987423028
167,836,2018-11-14 10:48:08,classification,WebService,google,26,32,0.766160129942467
168,837,2018-11-14 10:48:08,gold standard,WebService,ebay,31,35,-1.0
169,838,2018-11-14 10:48:08,gold standard,WebService,Gmail,0,5,-1.0
170,838,2018-11-14 10:48:08,classification,WebService,gmail,0,5,0.9683520780103179
171,839,2018-11-14 10:48:08,gold standard,WebService,Wordpress,26,35,-1.0
172,840,2018-11-14 10:48:08,gold standard,WebService,Yahoo,25,30,-1.0
173,841,2018-11-14 10:48:08,gold standard,WebService,Google,45,51,-1.0
174,841,2018-11-14 10:48:08,classification,WebService,google,45,51,0.4929382614424645
175,842,2018-11-14 10:48:08,gold standard,WebService,Gmail,50,55,-1.0
176,842,2018-11-14 10:48:08,classification,WebService,gmail,50,55,0.9169436283022299
177,843,2018-11-14 10:48:08,gold standard,WebService,Gmail,37,42,-1.0
178,843,2018-11-14 10:48:08,classification,WebService,gmail,37,42,0.9721417134263501
179,845,2018-11-14 10:48:08,gold standard,WebService,Gmail,32,37,-1.0
180,845,2018-11-14 10:48:08,classification,WebService,gmail,32,37,0.9317377749825669
181,846,2018-11-14 10:48:08,gold standard,WebService,Gmail,36,41,-1.0
182,846,2018-11-14 10:48:08,classification,WebService,gmail,36,41,0.9593843418663989
183,847,2018-11-14 10:48:08,gold standard,WebService,Gmail,18,23,-1.0
184,847,2018-11-14 10:48:08,classification,WebService,gmail,18,23,0.9171833961495376
185,849,2018-11-14 10:48:08,gold standard,WebService,Postini,25,32,-1.0
186,850,2018-11-14 10:48:08,gold standard,WebService,Google,30,36,-1.0
187,850,2018-11-14 10:48:08,classification,WebService,google,30,36,0.777173778162963
188,851,2018-11-14 10:48:08,gold standard,WebService,Gmail,33,38,-1.0
189,851,2018-11-14 10:48:08,classification,WebService,gmail,33,38,0.9342598885223949
190,852,2018-11-14 10:48:08,gold standard,WebService,Facebook,39,47,-1.0
191,853,2018-11-14 10:48:08,gold standard,WebService,Gmail,34,39,-1.0
192,853,2018-11-14 10:48:08,classification,WebService,gmail,34,39,0.9820590802096842
193,854,2018-11-14 10:48:08,gold standard,WebService,Gmail,0,5,-1.0
194,854,2018-11-14 10:48:08,classification,WebService,gmail,0,5,0.9690536102831014
195,855,2018-11-14 10:48:08,gold standard,WebService,Gmail,32,37,-1.0
196,855,2018-11-14 10:48:08,classification,WebService,gmail,32,37,0.9967382225514057
197,856,2018-11-14 10:48:08,gold standard,WebService,YouTube,25,32,-1.0
198,856,2018-11-14 10:48:08,classification,WebService,youtube,25,32,0.8693362313508072
199,857,2018-11-14 10:48:08,gold standard,WebService,PayPal,20,26,-1.0
200,858,2018-11-14 10:48:08,gold standard,WebService,OkCupid,14,21,-1.0
201,859,2018-11-15 11:44:49,gold standard,WebService,Facebook,15,23,-1.0
202,860,2018-11-15 11:44:49,gold standard,WebService,Facebook,19,27,-1.0
203,860,2018-11-15 11:44:49,classification,WebService,facebook,19,27,0.8139574251259918
204,861,2018-11-15 11:44:49,gold standard,WebService,Pandora,19,26,-1.0
205,862,2018-11-15 11:44:49,gold standard,WebService,Trello,38,44,-1.0
206,863,2018-11-15 11:44:49,gold standard,WebService,iGoogle,34,41,-1.0
207,864,2018-11-15 11:44:49,gold standard,WebService,Trello,31,37,-1.0
208,865,2018-11-15 11:44:49,gold standard,WebService,Flickr,33,39,-1.0
209,865,2018-11-15 11:44:49,gold standard,WebService,Picasa,43,49,-1.0
210,866,2018-11-15 11:44:49,gold standard,WebService,Google Calendar,14,29,-1.0
211,866,2018-11-15 11:44:49,gold standard,WebService,Outlook Calendar,38,54,-1.0
212,866,2018-11-15 11:44:49,classification,WebService,google calendar,14,29,0.953487667352869
213,866,2018-11-15 11:44:49,classification,WebService,outlook calendar,38,54,0.6729672934397174
214,867,2018-11-15 11:44:49,gold standard,WebService,Google Reader,55,68,-1.0
215,867,2018-11-15 11:44:49,classification,WebService,google reader,55,68,0.8165515311443325
216,868,2018-11-15 11:44:49,gold standard,WebService,160by2,20,26,-1.0
217,868,2018-11-15 11:44:49,classification,WebService,160by2,20,26,0.8139574253052407
218,869,2018-11-15 11:44:49,gold standard,WebService,Yahoo mail,32,42,-1.0
219,869,2018-11-15 11:44:49,classification,WebService,yahoo,32,37,0.4703056881074658
220,870,2018-11-15 11:44:49,gold standard,WebService,Google Analytics,34,50,-1.0
221,870,2018-11-15 11:44:49,classification,WebService,google,34,40,0.8480536479154648
222,871,2018-11-15 11:44:49,gold standard,WebService,imgur,17,22,-1.0
223,871,2018-11-15 11:44:49,classification,WebService,imgur,17,22,0.8139568571114062
224,872,2018-11-15 11:44:49,gold standard,WebService,Uber,17,21,-1.0
225,872,2018-11-15 11:44:49,classification,WebService,uber,17,21,0.6966805826890673
226,873,2018-11-15 11:44:49,gold standard,WebService,Sify Mail,16,25,-1.0
227,874,2018-11-15 11:44:49,gold standard,WebService,37signals,28,37,-1.0
228,875,2018-11-15 11:44:49,gold standard,WebService,Hunch,20,25,-1.0
229,875,2018-11-15 11:44:49,classification,WebService,hunch,20,25,0.8139574253052407
230,876,2018-11-15 11:44:49,gold standard,WebService,Google Apps,20,31,-1.0
231,876,2018-11-15 11:44:49,classification,WebService,google,20,26,0.8227512033310591
232,877,2018-11-15 11:44:49,gold standard,WebService,Evernote,0,8,-1.0
233,878,2018-11-15 11:44:49,gold standard,WebService,LibraryThing,16,28,-1.0
234,879,2018-11-15 11:44:49,gold standard,WebService,Facebook,29,37,-1.0
235,880,2018-11-15 11:44:49,gold standard,WebService,Google,49,55,-1.0
236,880,2018-11-15 11:44:49,classification,WebService,google,49,55,0.8455047264294491
237,881,2018-11-15 11:44:49,gold standard,WebService,Google,21,27,-1.0
238,881,2018-11-15 11:44:49,classification,WebService,google,21,27,0.8092887225537093
239,882,2018-11-15 11:44:49,gold standard,WebService,flickr,35,41,-1.0
240,882,2018-11-15 11:44:49,gold standard,WebService,OpenID,54,60,-1.0
241,883,2018-11-15 11:44:49,gold standard,WebService,Google Alerts,24,37,-1.0
242,883,2018-11-15 11:44:49,classification,WebService,google,24,30,0.830685839821693
243,885,2018-11-15 11:44:49,gold standard,WebService,Prezi,31,36,-1.0
244,886,2018-11-15 11:44:49,gold standard,WebService,Google Streetview,20,37,-1.0
245,886,2018-11-15 11:44:49,classification,WebService,google,20,26,0.8435082043661429
246,887,2018-11-15 11:44:49,gold standard,WebService,Zencoder,0,8,-1.0
247,888,2018-11-15 11:44:49,gold standard,WebService,Google Calendar,29,44,-1.0
248,888,2018-11-15 11:44:49,classification,WebService,google calendar,29,44,0.8954971954446792
249,889,2018-11-15 11:44:49,gold standard,WebService,Stack Exchange,24,38,-1.0
250,890,2018-11-15 11:44:49,gold standard,WebService,Picasa,20,26,-1.0
251,890,2018-11-15 11:44:49,gold standard,WebService,Facebook,58,66,-1.0
252,890,2018-11-15 11:44:49,classification,WebService,facebook,58,66,0.8140684789522639
253,891,2018-11-15 11:44:49,gold standard,WebService,Facebook,16,24,-1.0
254,891,2018-11-15 11:44:49,gold standard,WebService,Google Apps,37,48,-1.0
255,891,2018-11-15 11:44:49,classification,WebService,google,37,43,0.9268891557412816
256,892,2018-11-15 11:44:49,gold standard,WebService,Facebook,14,22,-1.0
257,892,2018-11-15 11:44:49,gold standard,WebService,Twitter,23,30,-1.0
258,892,2018-11-15 11:44:49,gold standard,WebService,Foursquare,33,43,-1.0
259,892,2018-11-15 11:44:49,classification,WebService,twitter,23,30,0.7909010647430625
260,893,2018-11-15 11:44:49,gold standard,WebService,Google Calendar,0,15,-1.0
261,893,2018-11-15 11:44:49,classification,WebService,google calendar,0,15,0.7911393827575145
262,894,2018-11-15 11:44:49,gold standard,WebService,Google,0,6,-1.0
263,894,2018-11-15 11:44:49,classification,WebService,google,0,6,0.8699190419232127
264,895,2018-11-15 11:44:49,gold standard,WebService,Gmail,0,5,-1.0
265,895,2018-11-15 11:44:49,gold standard,WebService,Google,26,32,-1.0
266,895,2018-11-15 11:44:49,classification,WebService,gmail,0,5,0.9682767987423028
267,895,2018-11-15 11:44:49,classification,WebService,google,26,32,0.766160129942467
268,896,2018-11-15 11:44:49,gold standard,WebService,ebay,31,35,-1.0
269,897,2018-11-15 11:44:49,gold standard,WebService,Gmail,0,5,-1.0
270,897,2018-11-15 11:44:49,classification,WebService,gmail,0,5,0.9683520780103179
271,898,2018-11-15 11:44:49,gold standard,WebService,Wordpress,26,35,-1.0
272,899,2018-11-15 11:44:49,gold standard,WebService,Yahoo,25,30,-1.0
273,900,2018-11-15 11:44:49,gold standard,WebService,Google,45,51,-1.0
274,900,2018-11-15 11:44:49,classification,WebService,google,45,51,0.4929382614424645
275,901,2018-11-15 11:44:49,gold standard,WebService,Gmail,50,55,-1.0
276,901,2018-11-15 11:44:49,classification,WebService,gmail,50,55,0.9169436283022299
277,902,2018-11-15 11:44:49,gold standard,WebService,Gmail,37,42,-1.0
278,902,2018-11-15 11:44:49,classification,WebService,gmail,37,42,0.9721417134263501
279,904,2018-11-15 11:44:49,gold standard,WebService,Gmail,32,37,-1.0
280,904,2018-11-15 11:44:49,classification,WebService,gmail,32,37,0.9317377749825669
281,905,2018-11-15 11:44:49,gold standard,WebService,Gmail,36,41,-1.0
282,905,2018-11-15 11:44:49,classification,WebService,gmail,36,41,0.9593843418663989
283,906,2018-11-15 11:44:49,gold standard,WebService,Gmail,18,23,-1.0
284,906,2018-11-15 11:44:49,classification,WebService,gmail,18,23,0.9171833961495376
285,908,2018-11-15 11:44:49,gold standard,WebService,Postini,25,32,-1.0
286,909,2018-11-15 11:44:49,gold standard,WebService,Google,30,36,-1.0
287,909,2018-11-15 11:44:49,classification,WebService,google,30,36,0.777173778162963
288,910,2018-11-15 11:44:49,gold standard,WebService,Gmail,33,38,-1.0
289,910,2018-11-15 11:44:49,classification,WebService,gmail,33,38,0.9342598885223949
290,911,2018-11-15 11:44:49,gold standard,WebService,Facebook,39,47,-1.0
291,912,2018-11-15 11:44:49,gold standard,WebService,Gmail,34,39,-1.0
292,912,2018-11-15 11:44:49,classification,WebService,gmail,34,39,0.9820590802096842
293,913,2018-11-15 11:44:49,gold standard,WebService,Gmail,0,5,-1.0
294,913,2018-11-15 11:44:49,classification,WebService,gmail,0,5,0.9690536102831014
295,914,2018-11-15 11:44:49,gold standard,WebService,Gmail,32,37,-1.0
296,914,2018-11-15 11:44:49,classification,WebService,gmail,32,37,0.9967382225514057
297,915,2018-11-15 11:44:49,gold standard,WebService,YouTube,25,32,-1.0
298,915,2018-11-15 11:44:49,classification,WebService,youtube,25,32,0.8693362313508072
299,916,2018-11-15 11:44:49,gold standard,WebService,PayPal,20,26,-1.0
300,917,2018-11-15 11:44:49,gold standard,WebService,OkCupid,14,21,-1.0
301,918,2018-12-21 14:18:14,gold standard,WebService,Facebook,15,23,-1.0
302,919,2018-12-21 14:18:14,gold standard,WebService,Facebook,19,27,-1.0
303,919,2018-12-21 14:18:14,classification,WebService,facebook,19,27,0.8139574251259918
304,920,2018-12-21 14:18:14,gold standard,WebService,Pandora,19,26,-1.0
305,921,2018-12-21 14:18:14,gold standard,WebService,Trello,38,44,-1.0
306,922,2018-12-21 14:18:14,gold standard,WebService,iGoogle,34,41,-1.0
307,923,2018-12-21 14:18:14,gold standard,WebService,Trello,31,37,-1.0
308,924,2018-12-21 14:18:14,gold standard,WebService,Flickr,33,39,-1.0
309,924,2018-12-21 14:18:14,gold standard,WebService,Picasa,43,49,-1.0
310,925,2018-12-21 14:18:14,gold standard,WebService,Google Calendar,14,29,-1.0
311,925,2018-12-21 14:18:14,gold standard,WebService,Outlook Calendar,38,54,-1.0
312,925,2018-12-21 14:18:14,classification,WebService,google calendar,14,29,0.953487667352869
313,925,2018-12-21 14:18:14,classification,WebService,outlook calendar,38,54,0.6729672934397174
314,926,2018-12-21 14:18:14,gold standard,WebService,Google Reader,55,68,-1.0
315,926,2018-12-21 14:18:14,classification,WebService,google reader,55,68,0.8165515311443325
316,927,2018-12-21 14:18:14,gold standard,WebService,160by2,20,26,-1.0
317,927,2018-12-21 14:18:14,classification,WebService,160by2,20,26,0.8139574253052407
318,928,2018-12-21 14:18:14,gold standard,WebService,Yahoo mail,32,42,-1.0
319,928,2018-12-21 14:18:14,classification,WebService,yahoo,32,37,0.4703056881074658
320,929,2018-12-21 14:18:14,gold standard,WebService,Google Analytics,34,50,-1.0
321,929,2018-12-21 14:18:14,classification,WebService,google,34,40,0.8480536479154648
322,930,2018-12-21 14:18:14,gold standard,WebService,imgur,17,22,-1.0
323,930,2018-12-21 14:18:14,classification,WebService,imgur,17,22,0.8139568571114062
324,931,2018-12-21 14:18:14,gold standard,WebService,Uber,17,21,-1.0
325,931,2018-12-21 14:18:14,classification,WebService,uber,17,21,0.6966805826890673
326,932,2018-12-21 14:18:14,gold standard,WebService,Sify Mail,16,25,-1.0
327,933,2018-12-21 14:18:14,gold standard,WebService,37signals,28,37,-1.0
328,934,2018-12-21 14:18:14,gold standard,WebService,Hunch,20,25,-1.0
329,934,2018-12-21 14:18:14,classification,WebService,hunch,20,25,0.8139574253052407
330,935,2018-12-21 14:18:14,gold standard,WebService,Google Apps,20,31,-1.0
331,935,2018-12-21 14:18:14,classification,WebService,google,20,26,0.8227512033310591
332,936,2018-12-21 14:18:14,gold standard,WebService,Evernote,0,8,-1.0
333,937,2018-12-21 14:18:14,gold standard,WebService,LibraryThing,16,28,-1.0
334,938,2018-12-21 14:18:14,gold standard,WebService,Facebook,29,37,-1.0
335,939,2018-12-21 14:18:14,gold standard,WebService,Google,49,55,-1.0
336,939,2018-12-21 14:18:14,classification,WebService,google,49,55,0.8455047264294491
337,940,2018-12-21 14:18:14,gold standard,WebService,Google,21,27,-1.0
338,940,2018-12-21 14:18:14,classification,WebService,google,21,27,0.8092887225537093
339,941,2018-12-21 14:18:14,gold standard,WebService,flickr,35,41,-1.0
340,941,2018-12-21 14:18:14,gold standard,WebService,OpenID,54,60,-1.0
341,942,2018-12-21 14:18:14,gold standard,WebService,Google Alerts,24,37,-1.0
342,942,2018-12-21 14:18:14,classification,WebService,google,24,30,0.830685839821693
343,944,2018-12-21 14:18:14,gold standard,WebService,Prezi,31,36,-1.0
344,945,2018-12-21 14:18:14,gold standard,WebService,Google Streetview,20,37,-1.0
