id,intent_id,timestamp,source,entity,value,start,end,confidence
41,14,2019-02-11 11:54:32,gold standard,party_size_number,7,14,15,-1.0
42,14,2019-02-11 11:54:32,gold standard,facility,indoor,22,28,-1.0
43,14,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,29,39,-1.0
44,14,2019-02-11 11:54:32,gold standard,state,MP,43,45,-1.0
45,14,2019-02-11 11:54:32,gold standard,timeRange,now,46,49,-1.0
46,15,2019-02-11 11:54:32,gold standard,country,Fiji,16,20,-1.0
47,15,2019-02-11 11:54:32,gold standard,timeRange,zero a.m,25,33,-1.0
48,16,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,17,27,-1.0
49,16,2019-02-11 11:54:32,gold standard,party_size_number,five,32,36,-1.0
50,16,2019-02-11 11:54:32,gold standard,country,Sri Lanka,47,56,-1.0
51,17,2019-02-11 11:54:32,gold standard,party_size_number,5,19,20,-1.0
52,17,2019-02-11 11:54:32,gold standard,sort,highly rated,26,38,-1.0
53,17,2019-02-11 11:54:32,gold standard,restaurant_type,gastropub,39,48,-1.0
54,17,2019-02-11 11:54:32,gold standard,city,Concord,52,59,-1.0
55,17,2019-02-11 11:54:32,gold standard,state,MN,60,62,-1.0
56,18,2019-02-11 11:54:32,gold standard,restaurant_name,Oregon Electric Station,15,38,-1.0
57,18,2019-02-11 11:54:32,gold standard,city,North City,42,52,-1.0
58,19,2019-02-11 11:54:32,gold standard,party_size_number,4,19,20,-1.0
59,20,2019-02-11 11:54:32,gold standard,sort,popular,7,14,-1.0
60,20,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,15,25,-1.0
61,20,2019-02-11 11:54:32,gold standard,party_size_number,5,30,31,-1.0
62,21,2019-02-11 11:54:32,gold standard,restaurant_type,joint,17,22,-1.0
63,21,2019-02-11 11:54:32,gold standard,spatial_relation,close by,23,31,-1.0
64,21,2019-02-11 11:54:32,gold standard,poi,naomi's hostel,36,50,-1.0
65,21,2019-02-11 11:54:32,gold standard,timeRange,meal,57,61,-1.0
66,21,2019-02-11 11:54:32,gold standard,party_size_number,8,66,67,-1.0
67,22,2019-02-11 11:54:32,gold standard,restaurant_type,delicatessen,16,28,-1.0
68,22,2019-02-11 11:54:32,gold standard,timeRange,in thirteen hours,29,46,-1.0
69,22,2019-02-11 11:54:32,gold standard,cuisine,eastern european,59,75,-1.0
70,23,2019-02-11 11:54:32,gold standard,party_size_number,nine,23,27,-1.0
71,23,2019-02-11 11:54:32,gold standard,restaurant_type,bakery,40,46,-1.0
72,23,2019-02-11 11:54:32,gold standard,city,Nunez,50,55,-1.0
73,24,2019-02-11 11:54:32,gold standard,restaurant_type,tavern,22,28,-1.0
74,24,2019-02-11 11:54:32,gold standard,served_dish,noodle,33,39,-1.0
75,25,2019-02-11 11:54:32,gold standard,party_size_number,4,14,15,-1.0
76,25,2019-02-11 11:54:32,gold standard,country,Somalia,19,26,-1.0
77,26,2019-02-11 11:54:32,gold standard,restaurant_name,Albany Pump Station,15,34,-1.0
78,26,2019-02-11 11:54:32,gold standard,city,Buckholts,38,47,-1.0
79,26,2019-02-11 11:54:32,gold standard,state,Washington,48,58,-1.0
80,26,2019-02-11 11:54:32,gold standard,timeRange,now,59,62,-1.0
81,26,2019-02-11 11:54:32,gold standard,party_size_number,9,78,79,-1.0
82,27,2019-02-11 11:54:32,gold standard,restaurant_type,taverna,17,24,-1.0
83,27,2019-02-11 11:54:32,gold standard,city,Archer City,28,39,-1.0
84,27,2019-02-11 11:54:32,gold standard,timeRange,this spring,44,55,-1.0
85,27,2019-02-11 11:54:32,gold standard,party_size_number,nine,60,64,-1.0
86,28,2019-02-11 11:54:32,gold standard,sort,top-rated,17,26,-1.0
87,28,2019-02-11 11:54:32,gold standard,restaurant_type,brasserie,27,36,-1.0
88,28,2019-02-11 11:54:32,gold standard,party_size_number,7,41,42,-1.0
89,29,2019-02-11 11:54:32,gold standard,party_size_number,8,23,24,-1.0
90,29,2019-02-11 11:54:32,gold standard,city,Wardville,35,44,-1.0
91,29,2019-02-11 11:54:32,gold standard,state,Kansas,46,52,-1.0
92,30,2019-02-11 11:54:32,gold standard,restaurant_name,Breadline Cafe,10,24,-1.0
93,30,2019-02-11 11:54:32,gold standard,state,Minnesota,28,37,-1.0
94,30,2019-02-11 11:54:32,gold standard,timeRange,next friday,38,49,-1.0
95,31,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,17,27,-1.0
96,31,2019-02-11 11:54:32,gold standard,country,Niger,31,36,-1.0
97,31,2019-02-11 11:54:32,gold standard,party_size_number,seven,41,46,-1.0
98,32,2019-02-11 11:54:32,gold standard,party_size_number,9,14,15,-1.0
99,33,2019-02-11 11:54:32,gold standard,restaurant_type,pub,28,31,-1.0
100,33,2019-02-11 11:54:32,gold standard,city,Cormorant,35,44,-1.0
101,33,2019-02-11 11:54:32,gold standard,party_size_number,nine,60,64,-1.0
102,34,2019-02-11 11:54:32,gold standard,party_size_description,my nieces and I,14,29,-1.0
103,34,2019-02-11 11:54:32,gold standard,restaurant_type,tea house,35,44,-1.0
104,35,2019-02-11 11:54:32,gold standard,cuisine,jewish,17,23,-1.0
105,35,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,24,34,-1.0
106,35,2019-02-11 11:54:32,gold standard,country,Gambia,38,44,-1.0
107,36,2019-02-11 11:54:32,gold standard,restaurant_name,The Dome Edinburgh,23,42,-1.0
108,36,2019-02-11 11:54:32,gold standard,spatial_relation,close,43,48,-1.0
109,36,2019-02-11 11:54:32,gold standard,poi,Brooklawn,52,61,-1.0
110,37,2019-02-11 11:54:32,gold standard,party_size_number,1,14,15,-1.0
111,37,2019-02-11 11:54:32,gold standard,restaurant_name,Town of Ramsgate,19,35,-1.0
112,37,2019-02-11 11:54:32,gold standard,city,Merit,39,44,-1.0
113,38,2019-02-11 11:54:32,gold standard,party_size_description,me and kathrine,16,31,-1.0
114,38,2019-02-11 11:54:32,gold standard,city,Smithville,36,46,-1.0
115,39,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,17,27,-1.0
116,39,2019-02-11 11:54:32,gold standard,party_size_description,my father in law and I,32,54,-1.0
117,39,2019-02-11 11:54:32,gold standard,city,Buckner,58,65,-1.0
118,39,2019-02-11 11:54:32,gold standard,timeRange,a year from now,66,81,-1.0
119,40,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,7,17,-1.0
120,40,2019-02-11 11:54:32,gold standard,timeRange,in 6 weeks,30,40,-1.0
121,41,2019-02-11 11:54:32,gold standard,restaurant_type,bar,25,28,-1.0
122,41,2019-02-11 11:54:32,gold standard,facility,spa,36,39,-1.0
123,41,2019-02-11 11:54:32,gold standard,spatial_relation,nearby,40,46,-1.0
124,41,2019-02-11 11:54:32,gold standard,state,ID,47,49,-1.0
125,42,2019-02-11 11:54:32,gold standard,party_size_number,four,14,18,-1.0
126,42,2019-02-11 11:54:32,gold standard,restaurant_name,Cliff House San Francisco,22,48,-1.0
127,42,2019-02-11 11:54:32,gold standard,country,Martinique,52,62,-1.0
128,43,2019-02-11 11:54:32,gold standard,party_size_number,4,19,20,-1.0
129,43,2019-02-11 11:54:32,gold standard,country,Saint Helena,24,36,-1.0
130,43,2019-02-11 11:54:32,gold standard,restaurant_name,Settha Palace Hotel,40,59,-1.0
131,44,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,17,27,-1.0
132,44,2019-02-11 11:54:32,gold standard,city,Frenier,31,38,-1.0
133,44,2019-02-11 11:54:32,gold standard,timeRange,12 years from now,39,56,-1.0
134,44,2019-02-11 11:54:32,gold standard,party_size_number,4,61,62,-1.0
135,45,2019-02-11 11:54:32,gold standard,party_size_number,seven,5,10,-1.0
136,45,2019-02-11 11:54:32,gold standard,spatial_relation,neighboring,14,25,-1.0
137,45,2019-02-11 11:54:32,gold standard,city,Moorpark,26,34,-1.0
138,46,2019-02-11 11:54:32,gold standard,timeRange,five pm,17,24,-1.0
139,46,2019-02-11 11:54:32,gold standard,state,NE,28,30,-1.0
140,46,2019-02-11 11:54:32,gold standard,party_size_number,six,37,40,-1.0
141,47,2019-02-11 11:54:32,gold standard,restaurant_name,Tupelo Honey Cafe,15,32,-1.0
142,47,2019-02-11 11:54:32,gold standard,state,New Jersey,36,46,-1.0
143,47,2019-02-11 11:54:32,gold standard,party_size_number,five,51,55,-1.0
144,48,2019-02-11 11:54:32,gold standard,party_size_number,two,23,26,-1.0
145,48,2019-02-11 11:54:32,gold standard,restaurant_name,Mickies Dairy Bar,30,47,-1.0
146,48,2019-02-11 11:54:32,gold standard,city,Weedsport,51,60,-1.0
147,49,2019-02-11 11:54:32,gold standard,restaurant_name,Fried chicken restaurant,18,42,-1.0
148,50,2019-02-11 11:54:32,gold standard,party_size_description,mavis sheila and I,14,33,-1.0
149,50,2019-02-11 11:54:32,gold standard,country,Syria,37,42,-1.0
150,50,2019-02-11 11:54:32,gold standard,timeRange,elevenses,46,55,-1.0
151,51,2019-02-11 11:54:32,gold standard,restaurant_name,Windows on the World,27,47,-1.0
152,51,2019-02-11 11:54:32,gold standard,city,Cokeville,51,60,-1.0
153,51,2019-02-11 11:54:32,gold standard,state,MI,63,65,-1.0
154,52,2019-02-11 11:54:32,gold standard,party_size_number,5,20,21,-1.0
155,52,2019-02-11 11:54:32,gold standard,timeRange,this year,22,31,-1.0
156,52,2019-02-11 11:54:32,gold standard,restaurant_name,Cherwell Boathouse,35,53,-1.0
157,53,2019-02-11 11:54:32,gold standard,party_size_number,six,14,17,-1.0
158,53,2019-02-11 11:54:32,gold standard,timeRange,8 pm,22,26,-1.0
159,53,2019-02-11 11:54:32,gold standard,restaurant_type,coffeehouse,32,43,-1.0
160,53,2019-02-11 11:54:32,gold standard,state,NE,47,49,-1.0
161,53,2019-02-11 11:54:32,gold standard,served_dish,hog fry,62,69,-1.0
162,54,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,17,27,-1.0
163,54,2019-02-11 11:54:32,gold standard,spatial_relation,close-by,28,36,-1.0
164,54,2019-02-11 11:54:32,gold standard,city,Inman,40,45,-1.0
165,54,2019-02-11 11:54:32,gold standard,party_size_number,five,50,54,-1.0
166,55,2019-02-11 11:54:32,gold standard,restaurant_name,Eddie's Attic,18,31,-1.0
167,55,2019-02-11 11:54:32,gold standard,state,Nevada,35,41,-1.0
168,55,2019-02-11 11:54:32,gold standard,party_size_number,one,46,49,-1.0
169,56,2019-02-11 11:54:32,gold standard,restaurant_type,osteria,26,33,-1.0
170,56,2019-02-11 11:54:32,gold standard,party_size_number,4,49,50,-1.0
171,56,2019-02-11 11:54:32,gold standard,timeRange,november 4,61,71,-1.0
172,57,2019-02-11 11:54:32,gold standard,sort,top-rated,17,26,-1.0
173,57,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,27,37,-1.0
174,57,2019-02-11 11:54:32,gold standard,spatial_relation,close,38,43,-1.0
175,57,2019-02-11 11:54:32,gold standard,state,LA,50,52,-1.0
176,57,2019-02-11 11:54:32,gold standard,party_size_description,me rebecca and loraine,57,80,-1.0
177,57,2019-02-11 11:54:32,gold standard,timeRange,2/6/2020,84,92,-1.0
178,58,2019-02-11 11:54:32,gold standard,party_size_number,1,23,24,-1.0
179,58,2019-02-11 11:54:32,gold standard,restaurant_type,diner,30,35,-1.0
180,58,2019-02-11 11:54:32,gold standard,state,WI,39,41,-1.0
181,59,2019-02-11 11:54:32,gold standard,party_size_number,5,23,24,-1.0
182,59,2019-02-11 11:54:32,gold standard,sort,top-rated,39,48,-1.0
183,59,2019-02-11 11:54:32,gold standard,restaurant_type,brasserie,49,58,-1.0
184,60,2019-02-11 11:54:32,gold standard,timeRange,1/20/2023,16,25,-1.0
185,60,2019-02-11 11:54:32,gold standard,party_size_number,5,30,31,-1.0
186,60,2019-02-11 11:54:32,gold standard,state,MH,42,44,-1.0
187,61,2019-02-11 11:54:32,gold standard,spatial_relation,near,13,17,-1.0
188,61,2019-02-11 11:54:32,gold standard,poi,pat's college,18,31,-1.0
189,62,2019-02-11 11:54:32,gold standard,restaurant_type,steakhouse,17,27,-1.0
190,62,2019-02-11 11:54:32,gold standard,city,Vimy Ridge,31,41,-1.0
191,63,2019-02-11 11:54:32,gold standard,restaurant_name,James D. Conrey House,18,39,-1.0
192,63,2019-02-11 11:54:32,gold standard,city,Urbank,43,49,-1.0
193,63,2019-02-11 11:54:32,gold standard,state,California,50,60,-1.0
194,64,2019-02-11 11:54:32,gold standard,country,Monaco,23,29,-1.0
195,64,2019-02-11 11:54:32,gold standard,restaurant_name,Yankee Doodle Coffee Shop,38,63,-1.0
196,65,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,28,38,-1.0
197,65,2019-02-11 11:54:32,gold standard,country,Bouvet Island,42,55,-1.0
198,66,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,23,33,-1.0
199,66,2019-02-11 11:54:32,gold standard,cuisine,souvlaki,38,46,-1.0
200,66,2019-02-11 11:54:32,gold standard,state,NE,71,73,-1.0
201,67,2019-02-11 11:54:32,gold standard,party_size_number,10,23,25,-1.0
202,67,2019-02-11 11:54:32,gold standard,restaurant_type,oyster bar,39,49,-1.0
203,67,2019-02-11 11:54:32,gold standard,facility,pool,57,61,-1.0
204,67,2019-02-11 11:54:32,gold standard,spatial_relation,within the same area,62,82,-1.0
205,67,2019-02-11 11:54:32,gold standard,city,Cowansburg,86,96,-1.0
206,67,2019-02-11 11:54:32,gold standard,timeRange,10 Pm,101,106,-1.0
207,68,2019-02-11 11:54:32,gold standard,party_size_description,velma ana and rebecca,23,45,-1.0
208,68,2019-02-11 11:54:32,gold standard,cuisine,american,53,61,-1.0
209,68,2019-02-11 11:54:32,gold standard,restaurant_type,pizzeria,62,70,-1.0
210,68,2019-02-11 11:54:32,gold standard,timeRange,5 Am,74,78,-1.0
211,68,2019-02-11 11:54:32,gold standard,state,MA,82,84,-1.0
212,69,2019-02-11 11:54:32,gold standard,party_size_number,4,16,17,-1.0
213,69,2019-02-11 11:54:32,gold standard,state,Oklahoma,21,29,-1.0
214,69,2019-02-11 11:54:32,gold standard,restaurant_name,South Street Diner,33,51,-1.0
215,70,2019-02-11 11:54:32,gold standard,party_size_description,my mommy and I,23,37,-1.0
216,70,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,43,53,-1.0
217,70,2019-02-11 11:54:32,gold standard,country,Central African Republic,57,81,-1.0
218,71,2019-02-11 11:54:32,gold standard,party_size_number,five,23,27,-1.0
219,71,2019-02-11 11:54:32,gold standard,cuisine,tatar,41,46,-1.0
220,71,2019-02-11 11:54:32,gold standard,restaurant_type,taverna,47,54,-1.0
221,71,2019-02-11 11:54:32,gold standard,city,Sargents,58,66,-1.0
222,72,2019-02-11 11:54:32,gold standard,party_size_description,phyllis ward and veronica,0,25,-1.0
223,72,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,44,54,-1.0
224,72,2019-02-11 11:54:32,gold standard,timeRange,in 152 days,55,66,-1.0
225,73,2019-02-11 11:54:32,gold standard,party_size_number,ten,23,26,-1.0
226,73,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,32,42,-1.0
227,73,2019-02-11 11:54:32,gold standard,state,Ohio,46,50,-1.0
228,74,2019-02-11 11:54:32,gold standard,restaurant_type,tea house,17,26,-1.0
229,74,2019-02-11 11:54:32,gold standard,served_dish,salade,39,45,-1.0
230,74,2019-02-11 11:54:32,gold standard,spatial_relation,far,46,49,-1.0
231,74,2019-02-11 11:54:32,gold standard,timeRange,Midnight,63,71,-1.0
232,74,2019-02-11 11:54:32,gold standard,country,Panama,75,81,-1.0
233,74,2019-02-11 11:54:32,gold standard,party_size_number,two,86,89,-1.0
234,75,2019-02-11 11:54:32,gold standard,restaurant_type,food truck,17,27,-1.0
235,75,2019-02-11 11:54:32,gold standard,party_size_number,seven,32,37,-1.0
236,75,2019-02-11 11:54:32,gold standard,country,Republic of the Congo,52,73,-1.0
237,76,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,17,27,-1.0
238,76,2019-02-11 11:54:32,gold standard,party_size_number,ten,32,35,-1.0
239,77,2019-02-11 11:54:32,gold standard,spatial_relation,near,9,13,-1.0
240,77,2019-02-11 11:54:32,gold standard,city,Oakfield,14,22,-1.0
241,77,2019-02-11 11:54:32,gold standard,timeRange,17 seconds from now,23,42,-1.0
242,77,2019-02-11 11:54:32,gold standard,restaurant_name,Ted Peters Famous Smoked Fish,46,75,-1.0
243,78,2019-02-11 11:54:32,gold standard,party_size_number,7,13,14,-1.0
244,78,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,20,30,-1.0
245,78,2019-02-11 11:54:32,gold standard,cuisine,european,43,51,-1.0
246,78,2019-02-11 11:54:32,gold standard,city,Stringtown,55,65,-1.0
247,78,2019-02-11 11:54:32,gold standard,timeRange,Feb. the 28th 2034,69,88,-1.0
248,79,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,7,17,-1.0
249,79,2019-02-11 11:54:32,gold standard,party_size_number,six,22,25,-1.0
250,79,2019-02-11 11:54:32,gold standard,facility,outdoor,32,39,-1.0
251,79,2019-02-11 11:54:32,gold standard,country,Åland,48,53,-1.0
252,80,2019-02-11 11:54:32,gold standard,timeRange,12 am,17,22,-1.0
253,80,2019-02-11 11:54:32,gold standard,poi,our step mother's secondary residence,27,64,-1.0
254,80,2019-02-11 11:54:32,gold standard,spatial_relation,within walking distance,65,88,-1.0
255,80,2019-02-11 11:54:32,gold standard,party_size_number,one,93,96,-1.0
256,81,2019-02-11 11:54:32,gold standard,restaurant_type,pizzeria,28,36,-1.0
257,81,2019-02-11 11:54:32,gold standard,facility,parking,44,51,-1.0
258,81,2019-02-11 11:54:32,gold standard,country,Ghana,64,69,-1.0
259,82,2019-02-11 11:54:32,gold standard,party_size_number,four,14,18,-1.0
260,82,2019-02-11 11:54:32,gold standard,facility,indoor,24,30,-1.0
261,82,2019-02-11 11:54:32,gold standard,restaurant_type,pub,31,34,-1.0
262,82,2019-02-11 11:54:32,gold standard,spatial_relation,within the same area,35,55,-1.0
263,82,2019-02-11 11:54:32,gold standard,state,Louisiana,59,68,-1.0
264,82,2019-02-11 11:54:32,gold standard,timeRange,in one minute,69,82,-1.0
265,83,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,17,27,-1.0
266,84,2019-02-11 11:54:32,gold standard,party_size_description,me and my step brother,23,45,-1.0
267,84,2019-02-11 11:54:32,gold standard,restaurant_name,AMT Coffee,49,59,-1.0
268,84,2019-02-11 11:54:32,gold standard,city,Lakemoor,63,71,-1.0
269,85,2019-02-11 11:54:32,gold standard,restaurant_type,churrascaria,17,29,-1.0
270,85,2019-02-11 11:54:32,gold standard,city,Romeoville,33,43,-1.0
271,85,2019-02-11 11:54:32,gold standard,timeRange,ten a.m,47,54,-1.0
272,85,2019-02-11 11:54:32,gold standard,party_size_number,four,59,63,-1.0
273,86,2019-02-11 11:54:32,gold standard,timeRange,5 A.m,10,15,-1.0
274,86,2019-02-11 11:54:32,gold standard,restaurant_name,Baker's Keyboard Lounge,20,43,-1.0
275,87,2019-02-11 11:54:32,gold standard,restaurant_type,bistro,28,34,-1.0
276,87,2019-02-11 11:54:32,gold standard,served_dish,lorna doone,48,59,-1.0
277,88,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,17,27,-1.0
278,88,2019-02-11 11:54:32,gold standard,party_size_number,six,32,35,-1.0
279,88,2019-02-11 11:54:32,gold standard,city,Wagstaff,46,54,-1.0
280,88,2019-02-11 11:54:32,gold standard,state,AK,55,57,-1.0
281,89,2019-02-11 11:54:32,gold standard,sort,highly rated,23,35,-1.0
282,89,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,36,46,-1.0
283,89,2019-02-11 11:54:32,gold standard,party_size_number,ten,62,65,-1.0
284,90,2019-02-11 11:54:32,gold standard,cuisine,sundanese,17,26,-1.0
285,90,2019-02-11 11:54:32,gold standard,restaurant_type,gastropub,27,36,-1.0
286,90,2019-02-11 11:54:32,gold standard,spatial_relation,nearby,37,43,-1.0
287,90,2019-02-11 11:54:32,gold standard,state,Texas,47,52,-1.0
288,90,2019-02-11 11:54:32,gold standard,party_size_number,3,57,58,-1.0
289,90,2019-02-11 11:54:32,gold standard,timeRange,5/20/2025,69,78,-1.0
290,91,2019-02-11 11:54:32,gold standard,party_size_number,five,16,20,-1.0
291,91,2019-02-11 11:54:32,gold standard,city,Seagoville,24,34,-1.0
292,91,2019-02-11 11:54:32,gold standard,timeRange,06:42,39,44,-1.0
293,92,2019-02-11 11:54:32,gold standard,party_size_number,9,14,15,-1.0
294,92,2019-02-11 11:54:32,gold standard,city,Thurmont,19,27,-1.0
295,93,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,17,27,-1.0
296,93,2019-02-11 11:54:32,gold standard,timeRange,in sixteen seconds,28,46,-1.0
297,93,2019-02-11 11:54:32,gold standard,party_size_number,5,51,52,-1.0
298,93,2019-02-11 11:54:32,gold standard,city,Gold Point,63,73,-1.0
299,93,2019-02-11 11:54:32,gold standard,state,Montana,74,81,-1.0
300,94,2019-02-11 11:54:32,gold standard,city,Ramona,17,23,-1.0
301,95,2019-02-11 11:54:32,gold standard,poi,their campus,16,28,-1.0
302,95,2019-02-11 11:54:32,gold standard,spatial_relation,within the same area,29,49,-1.0
303,95,2019-02-11 11:54:32,gold standard,restaurant_type,churrascaria,54,66,-1.0
304,96,2019-02-11 11:54:32,gold standard,party_size_number,3,37,38,-1.0
305,96,2019-02-11 11:54:32,gold standard,restaurant_type,pub,44,47,-1.0
306,96,2019-02-11 11:54:32,gold standard,country,Northern Mariana Islands,51,75,-1.0
307,97,2019-02-11 11:54:32,gold standard,cuisine,bougatsa,17,25,-1.0
308,97,2019-02-11 11:54:32,gold standard,restaurant_type,restaurant,26,36,-1.0
309,97,2019-02-11 11:54:32,gold standard,timeRange,next year,40,49,-1.0
310,97,2019-02-11 11:54:32,gold standard,spatial_relation,nearby,50,56,-1.0
311,97,2019-02-11 11:54:32,gold standard,city,Penn,57,61,-1.0
312,97,2019-02-11 11:54:32,gold standard,party_size_number,three,66,71,-1.0
313,98,2019-02-11 11:54:32,gold standard,party_size_number,nine,23,27,-1.0
314,98,2019-02-11 11:54:32,gold standard,sort,best,42,46,-1.0
315,98,2019-02-11 11:54:32,gold standard,restaurant_type,pub,47,50,-1.0
316,98,2019-02-11 11:54:32,gold standard,spatial_relation,nearby,51,57,-1.0
317,98,2019-02-11 11:54:32,gold standard,city,Tangier,58,65,-1.0
318,98,2019-02-11 11:54:32,gold standard,timeRange,in six months,66,79,-1.0
319,99,2019-02-11 11:54:32,gold standard,city,Quarryville,26,37,-1.0
320,99,2019-02-11 11:54:32,gold standard,timeRange,14 hours from now,38,55,-1.0
321,100,2019-02-11 11:54:32,gold standard,object_type,movie,17,22,-1.0
322,100,2019-02-11 11:54:32,gold standard,object_name,Heart Beat,27,37,-1.0
323,101,2019-02-11 11:54:32,gold standard,object_type,TV show,19,26,-1.0
324,101,2019-02-11 11:54:32,gold standard,object_name,Vanity,28,34,-1.0
325,102,2019-02-11 11:54:32,gold standard,object_name,Elvis' Christmas Album,11,33,-1.0
326,102,2019-02-11 11:54:32,gold standard,object_type,TV show,34,41,-1.0
327,103,2019-02-11 11:54:32,gold standard,object_type,saga,19,23,-1.0
328,103,2019-02-11 11:54:32,gold standard,object_name,The Deep Six,25,37,-1.0
329,104,2019-02-11 11:54:32,gold standard,object_type,photograph,16,26,-1.0
330,104,2019-02-11 11:54:32,gold standard,object_name,Live: Right Here,41,57,-1.0
331,105,2019-02-11 11:54:32,gold standard,object_type,novel,14,19,-1.0
332,105,2019-02-11 11:54:32,gold standard,object_name,Death March,27,38,-1.0
333,106,2019-02-11 11:54:32,gold standard,object_name,The Curse of Oak Island,26,49,-1.0
334,107,2019-02-11 11:54:32,gold standard,object_name,The Sacred and Profane Love Machine,14,49,-1.0
335,107,2019-02-11 11:54:32,gold standard,object_type,game,50,54,-1.0
336,108,2019-02-11 11:54:32,gold standard,object_name,Hit by Love,28,39,-1.0
337,109,2019-02-11 11:54:32,gold standard,object_type,trailer,15,22,-1.0
338,109,2019-02-11 11:54:32,gold standard,object_name,The Office,27,37,-1.0
339,110,2019-02-11 11:54:32,gold standard,object_name,Plant Ecology,35,48,-1.0
340,111,2019-02-11 11:54:32,gold standard,object_type,television show,9,24,-1.0
