id,timestamp,sentence,gold_standard,classification,confidence,time
23,2019-02-11 11:54:32,Book a reservation for nine people at a bakery in Nunez,BookRestaurant,BookRestaurant,1.0,0
24,2019-02-11 11:54:32,Book a reservation at tavern for noodle,BookRestaurant,BookRestaurant,1.0,0
25,2019-02-11 11:54:32,book spot for 4 in Somalia,BookRestaurant,BookRestaurant,1.0,0
26,2019-02-11 11:54:32,I want to book Albany Pump Station in Buckholts Washington now for a party of 9.,BookRestaurant,BookRestaurant,1.0,0
27,2019-02-11 11:54:32,I want to book a taverna in Archer City for this spring for nine people.,BookRestaurant,BookRestaurant,0.89,0
28,2019-02-11 11:54:32,I want to book a top-rated brasserie for 7 people.,BookRestaurant,BookRestaurant,0.97,0
29,2019-02-11 11:54:32,Book a reservation for 8 people in Wardville Kansas,BookRestaurant,BookRestaurant,1.0,0
30,2019-02-11 11:54:32,table for Breadline Cafe in Minnesota next friday,BookRestaurant,BookRestaurant,0.93,0
31,2019-02-11 11:54:32,I want to book a restaurant in Niger for seven people.,BookRestaurant,BookRestaurant,1.0,0
32,2019-02-11 11:54:32,Book spot for 9,BookRestaurant,BookRestaurant,1.0,0
33,2019-02-11 11:54:32,Book me a reservation for a pub in Cormorant for a party of nine,BookRestaurant,BookRestaurant,1.0,0
34,2019-02-11 11:54:32,book spot for my nieces and I at a tea house,BookRestaurant,BookRestaurant,1.0,0
35,2019-02-11 11:54:32,I want to book a jewish restaurant in Gambia.,BookRestaurant,BookRestaurant,1.0,0
36,2019-02-11 11:54:32,Book a reservation for The Dome Edinburgh close to Brooklawn,BookRestaurant,BookRestaurant,1.0,0
37,2019-02-11 11:54:32,book spot for 1 at Town of Ramsgate in Merit,BookRestaurant,BookRestaurant,1.0,0
38,2019-02-11 11:54:32,Book a spot for me and kathrine  at Smithville,BookRestaurant,BookRestaurant,1.0,0
39,2019-02-11 11:54:32,I want to book a restaurant for my father in law and I in Buckner a year from now.,BookRestaurant,BookRestaurant,1.0,0
40,2019-02-11 11:54:32,Book a restaurant reservation in 6 weeks,BookRestaurant,BookRestaurant,1.0,0
41,2019-02-11 11:54:32,Book a reservation for a bar with a spa nearby ID,BookRestaurant,BookRestaurant,0.91,0
42,2019-02-11 11:54:32,book spot for four at Cliff House San Francisco in Martinique,BookRestaurant,BookRestaurant,1.0,0
43,2019-02-11 11:54:32,I need a table for 4 in Saint Helena at Settha Palace Hotel,BookRestaurant,BookRestaurant,1.0,0
44,2019-02-11 11:54:32,I want to book a restaurant in Frenier 12 years from now for 4 people.,BookRestaurant,BookRestaurant,1.0,0
45,2019-02-11 11:54:32,Book seven in neighboring Moorpark,BookRestaurant,BookRestaurant,0.76,0
46,2019-02-11 11:54:32,I want to eat by five pm in NE for a six people,BookRestaurant,BookRestaurant,0.59,0
47,2019-02-11 11:54:32,I want to book Tupelo Honey Cafe in New Jersey for five people.,BookRestaurant,BookRestaurant,0.98,0
48,2019-02-11 11:54:32,Book a reservation for two at Mickies Dairy Bar in Weedsport,BookRestaurant,BookRestaurant,1.0,0
49,2019-02-11 11:54:32,book a table at a Fried chicken restaurant,BookRestaurant,BookRestaurant,1.0,0
50,2019-02-11 11:54:32,book spot for mavis sheila and I in Syria at elevenses,BookRestaurant,BookRestaurant,1.0,0
51,2019-02-11 11:54:32,Can you book me a table at Windows on the World in Cokeville  MI?,BookRestaurant,BookRestaurant,0.8,0
52,2019-02-11 11:54:32,Book me a table for 5 this year at Cherwell Boathouse,BookRestaurant,BookRestaurant,1.0,0
53,2019-02-11 11:54:32,book spot for six  at 8 pm at a coffeehouse in NE that serves hog fry,BookRestaurant,BookRestaurant,0.99,0
54,2019-02-11 11:54:32,I want to book a restaurant close-by in Inman for five people.,BookRestaurant,BookRestaurant,1.0,0
55,2019-02-11 11:54:32,I need a table at Eddie's Attic in Nevada for one,BookRestaurant,BookRestaurant,0.95,0
56,2019-02-11 11:54:32,Book a reservation for an osteria restaurant for 4 people on november 4,BookRestaurant,BookRestaurant,1.0,0
57,2019-02-11 11:54:32,I want to book a top-rated restaurant close by in LA for me rebecca and loraine on 2/6/2020.,BookRestaurant,BookRestaurant,0.89,0
58,2019-02-11 11:54:32,Book a reservation for 1 at a diner in WI,BookRestaurant,BookRestaurant,1.0,0
59,2019-02-11 11:54:32,Book a reservation for 5 people at the top-rated brasserie restaurant,BookRestaurant,BookRestaurant,1.0,0
60,2019-02-11 11:54:32,book a table on 1/20/2023 for 5 people in MH,BookRestaurant,BookRestaurant,1.0,0
61,2019-02-11 11:54:32,book a table near pat's college,BookRestaurant,BookRestaurant,1.0,0
62,2019-02-11 11:54:32,I want to book a steakhouse in Vimy Ridge.,BookRestaurant,BookRestaurant,0.88,0
63,2019-02-11 11:54:32,I want a table at James D. Conrey House in Urbank California,BookRestaurant,BookRestaurant,0.85,0
64,2019-02-11 11:54:32,Like to book a seat in Monaco for the Yankee Doodle Coffee Shop,BookRestaurant,BookRestaurant,0.51,0
65,2019-02-11 11:54:32,I want to book a table in a restaurant in Bouvet Island.,BookRestaurant,BookRestaurant,1.0,0
66,2019-02-11 11:54:32,I would like to book a restaurant for souvlaki cuisine in the state of NE,BookRestaurant,BookRestaurant,0.72,0
67,2019-02-11 11:54:32,Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,BookRestaurant,BookRestaurant,0.93,0
68,2019-02-11 11:54:32,Book a reservation for velma ana and rebecca for an american pizzeria at 5 Am in MA,BookRestaurant,BookRestaurant,1.0,0
69,2019-02-11 11:54:32,Book a spot for 4 in Oklahoma at South Street Diner,BookRestaurant,BookRestaurant,1.0,0
70,2019-02-11 11:54:32,Book a reservation for my mommy and I at a restaurant in Central African Republic,BookRestaurant,BookRestaurant,1.0,0
71,2019-02-11 11:54:32,Book a reservation for five people for a tatar taverna in Sargents,BookRestaurant,BookRestaurant,1.0,0
72,2019-02-11 11:54:32,phyllis ward and veronica need a table at a restaurant in 152 days,BookRestaurant,BookRestaurant,0.89,0
73,2019-02-11 11:54:32,Book a reservation for ten at a restaurant in Ohio,BookRestaurant,BookRestaurant,1.0,0
74,2019-02-11 11:54:32,I want to book a tea house that serves salade far from here at Midnight in Panama for two people.,BookRestaurant,BookRestaurant,1.0,0
75,2019-02-11 11:54:32,I want to book a food truck for seven people in the Republic of the Congo.,BookRestaurant,BookRestaurant,0.96,0
76,2019-02-11 11:54:32,I want to book a restaurant for ten people.,BookRestaurant,BookRestaurant,1.0,0
77,2019-02-11 11:54:32,Lets eat near Oakfield 17 seconds from now at Ted Peters Famous Smoked Fish,BookRestaurant,BookRestaurant,0.42,0
78,2019-02-11 11:54:32,Book sot for 7 at a restaurant that serves european in Stringtown on Feb. the 28th 2034,BookRestaurant,BookRestaurant,1.0,0
79,2019-02-11 11:54:32,book a restaurant for six at an outdoor cafe in Åland,BookRestaurant,BookRestaurant,1.0,0
80,2019-02-11 11:54:32,Book a table for 12 am. at our step mother's secondary residence within walking distance for one,BookRestaurant,BookRestaurant,1.0,0
81,2019-02-11 11:54:32,Please book me a table at a pizzeria with a parking facility in Ghana.,BookRestaurant,BookRestaurant,0.96,0
82,2019-02-11 11:54:32,book spot for four at a indoor pub within the same area of Louisiana in one minute ,BookRestaurant,BookRestaurant,0.88,0
83,2019-02-11 11:54:32,Please book me a restaurant,BookRestaurant,BookRestaurant,0.87,0
84,2019-02-11 11:54:32,Book a reservation for me and my step brother at AMT Coffee in Lakemoor,BookRestaurant,BookRestaurant,1.0,0
85,2019-02-11 11:54:32,I want to book a churrascaria in Romeoville at ten a.m for four people.,BookRestaurant,BookRestaurant,1.0,0
86,2019-02-11 11:54:32,table for 5 A.m. at Baker's Keyboard Lounge,BookRestaurant,BookRestaurant,0.73,0
87,2019-02-11 11:54:32,Please book me a table at a bistro which serves lorna doone.,BookRestaurant,BookRestaurant,1.0,0
88,2019-02-11 11:54:32,I want to book a restaurant for six people in Wagstaff AK.,BookRestaurant,BookRestaurant,1.0,0
89,2019-02-11 11:54:32,I would like to book a highly rated restaurant for a party of ten.,BookRestaurant,BookRestaurant,0.96,0
90,2019-02-11 11:54:32,I want to book a sundanese gastropub nearby in Texas for 3 people on 5/20/2025.,BookRestaurant,BookRestaurant,0.78,0
91,2019-02-11 11:54:32,book a party of five at Seagoville for 06:42,BookRestaurant,BookRestaurant,1.0,0
92,2019-02-11 11:54:32,Book spot for 9 at Thurmont,BookRestaurant,BookRestaurant,1.0,0
93,2019-02-11 11:54:32,I want to book a restaurant in sixteen seconds for 5 people in Gold Point Montana.,BookRestaurant,BookRestaurant,1.0,0
94,2019-02-11 11:54:32,I want to eat in Ramona,BookRestaurant,GetWeather,0.52,0
95,2019-02-11 11:54:32,book a party at their campus within the same area for churrascaria,BookRestaurant,BookRestaurant,0.95,0
96,2019-02-11 11:54:32,Book me a reservation for a party of 3 at a pub in Northern Mariana Islands,BookRestaurant,BookRestaurant,1.0,0
97,2019-02-11 11:54:32,I want to book a bougatsa restaurant in next year nearby Penn for three people.,BookRestaurant,BookRestaurant,0.99,0
98,2019-02-11 11:54:32,Book a reservation for nine people at the best pub nearby Tangier in six months,BookRestaurant,BookRestaurant,1.0,0
99,2019-02-11 11:54:32,need a table somewhere in Quarryville 14 hours from now,BookRestaurant,BookRestaurant,0.74,0
100,2019-02-11 11:54:32,Wish to find the movie the Heart Beat,SearchCreativeWork,SearchCreativeWork,0.81,0
101,2019-02-11 11:54:32,Please look up the TV show Vanity.,SearchCreativeWork,SearchCreativeWork,1.0,0
102,2019-02-11 11:54:32,Get me the Elvis' Christmas Album TV show.,SearchCreativeWork,SearchCreativeWork,1.0,0
103,2019-02-11 11:54:32,Please find me the saga The Deep Six.,SearchCreativeWork,SearchCreativeWork,1.0,0
104,2019-02-11 11:54:32,Wish to see the photograph with the name Live: Right Here,SearchCreativeWork,SearchCreativeWork,0.56,0
105,2019-02-11 11:54:32,Looking for a novel called Death March,SearchCreativeWork,SearchCreativeWork,1.0,0
106,2019-02-11 11:54:32,Can you find me the work The Curse of Oak Island?,SearchCreativeWork,SearchCreativeWork,1.0,0
107,2019-02-11 11:54:32,Please get me The Sacred and Profane Love Machine game.,SearchCreativeWork,SearchCreativeWork,0.87,0
108,2019-02-11 11:54:32,Need a creative work called Hit by Love,SearchCreativeWork,SearchCreativeWork,0.79,0
109,2019-02-11 11:54:32,search for the trailer for The Office,SearchCreativeWork,SearchCreativeWork,1.0,0
110,2019-02-11 11:54:32,Looking for a creative work called Plant Ecology,SearchCreativeWork,SearchCreativeWork,1.0,0
111,2019-02-11 11:54:32,Find the television show To Me,SearchCreativeWork,SearchCreativeWork,1.0,0
112,2019-02-11 11:54:32,Can you please find me the saga Chump Change?,SearchCreativeWork,SearchCreativeWork,1.0,0
113,2019-02-11 11:54:32,Can you find me The Ridiculous 6 book?,SearchCreativeWork,SearchCreativeWork,1.0,0
114,2019-02-11 11:54:32,Please fine me the TV series Now We Are Married.,SearchCreativeWork,SearchCreativeWork,0.94,0
115,2019-02-11 11:54:32,Please look up the work Bachelor Pad.,SearchCreativeWork,SearchCreativeWork,1.0,0
116,2019-02-11 11:54:32,Please help me find the Late Night Heartbroken Blues television show.,SearchCreativeWork,SearchCreativeWork,1.0,0
117,2019-02-11 11:54:32,Please help me find Bend It Like Beckham the Musical.,SearchCreativeWork,SearchCreativeWork,0.82,0
118,2019-02-11 11:54:32,Please look up the TV series Parables for Wooden Ears.,SearchCreativeWork,SearchCreativeWork,1.0,0
119,2019-02-11 11:54:32,Can you find me Hey Man?,SearchCreativeWork,SearchCreativeWork,1.0,0
120,2019-02-11 11:54:32,Please search for Switched.,SearchCreativeWork,SearchCreativeWork,1.0,0
121,2019-02-11 11:54:32,Can you get me the Controlled Conversations TV series?,SearchCreativeWork,SearchCreativeWork,1.0,0
122,2019-02-11 11:54:32,Please look up the song The Mad Magician.,SearchCreativeWork,SearchCreativeWork,0.95,0
123,2019-02-11 11:54:32,Please search for the TV show The Best of White Lion.,SearchCreativeWork,SearchCreativeWork,1.0,0
124,2019-02-11 11:54:32,Please find me Phineas Redux.,SearchCreativeWork,SearchCreativeWork,1.0,0
125,2019-02-11 11:54:32,Get me the Procession of Ants TV show.,SearchCreativeWork,SearchCreativeWork,1.0,0
126,2019-02-11 11:54:32,Looking for a game called Phinally Phamous,SearchCreativeWork,SearchCreativeWork,1.0,0
127,2019-02-11 11:54:32,Can you search the Daring Youth saga?,SearchCreativeWork,SearchCreativeWork,1.0,0
128,2019-02-11 11:54:32,look for the book The Girl Who Was Plugged In ,SearchCreativeWork,SearchCreativeWork,0.73,0
129,2019-02-11 11:54:32,Find me a TV show called Baby Blue,SearchCreativeWork,SearchCreativeWork,1.0,0
130,2019-02-11 11:54:32,Search for Appalachian Journey,SearchCreativeWork,SearchCreativeWork,1.0,0
131,2019-02-11 11:54:32,Look for the television show Meet the Prince,SearchCreativeWork,SearchCreativeWork,0.93,0
132,2019-02-11 11:54:32,Can you find me Cracks the Safe?,SearchCreativeWork,SearchCreativeWork,1.0,0
133,2019-02-11 11:54:32,Please help me search the Hell Money saga.,SearchCreativeWork,SearchCreativeWork,0.97,0
134,2019-02-11 11:54:32,Get me the Secret South song.,SearchCreativeWork,SearchCreativeWork,0.73,0
135,2019-02-11 11:54:32,Can you find me the work titled Music for Millions?,SearchCreativeWork,SearchCreativeWork,1.0,0
136,2019-02-11 11:54:32,Please search for the painting titled This Is the Night.,SearchCreativeWork,SearchCreativeWork,0.98,0
137,2019-02-11 11:54:32,Could you locate the Epic Conditions picture?,SearchCreativeWork,SearchCreativeWork,0.61,0
138,2019-02-11 11:54:32,get me the trailer of Good Morning Sunshine,SearchCreativeWork,SearchCreativeWork,0.87,0
139,2019-02-11 11:54:32,Please search the An Introduction to Karl Marx painting.,SearchCreativeWork,SearchCreativeWork,1.0,0
140,2019-02-11 11:54:32,Can you find me the Blue Spring trailer?,SearchCreativeWork,SearchCreativeWork,1.0,0
141,2019-02-11 11:54:32,Could you find the TV series The Approach,SearchCreativeWork,SearchCreativeWork,1.0,0
142,2019-02-11 11:54:32,Search for the TV show A Lawless Street.,SearchCreativeWork,SearchCreativeWork,1.0,0
143,2019-02-11 11:54:32,Please look up Three Essays on the Theory of Sexuality show.,SearchCreativeWork,SearchCreativeWork,1.0,0
144,2019-02-11 11:54:32,Please get me the Compulsive Disclosure song.,SearchCreativeWork,SearchCreativeWork,1.0,0
145,2019-02-11 11:54:32,Can you look up the Molecular Oncology saga?,SearchCreativeWork,SearchCreativeWork,1.0,0
146,2019-02-11 11:54:32,Search for The Sound of One Hand Clapping,SearchCreativeWork,SearchCreativeWork,0.95,0
147,2019-02-11 11:54:32,Find the creative work Deadly Weapons,SearchCreativeWork,SearchCreativeWork,0.98,0
148,2019-02-11 11:54:32,Need the creative work called The Logic of Scientific Discovery,SearchCreativeWork,SearchCreativeWork,1.0,0
149,2019-02-11 11:54:32,Can you find me the National Anthem of the Ancient Britons television show?,SearchCreativeWork,SearchCreativeWork,1.0,0
150,2019-02-11 11:54:32,Can you please find me the Harry Hood saga?,SearchCreativeWork,SearchCreativeWork,1.0,0
151,2019-02-11 11:54:32,Can you find me the work Bible translations into Hawaii Pidgin?,SearchCreativeWork,SearchCreativeWork,1.0,0
152,2019-02-11 11:54:32,Please look up and find me Monty Python Live at the Hollywood Bowl.,SearchCreativeWork,SearchCreativeWork,1.0,0
153,2019-02-11 11:54:32,Please search for Mary.,SearchCreativeWork,SearchCreativeWork,1.0,0
154,2019-02-11 11:54:32,Please search the game ATLA: All This Life Allows.,SearchCreativeWork,SearchCreativeWork,1.0,0
155,2019-02-11 11:54:32,Find me the novel with the name To Lose My Life…,SearchCreativeWork,SearchCreativeWork,0.91,0
156,2019-02-11 11:54:32,Looking for a song with the title of Live at the Kings Center,SearchCreativeWork,SearchCreativeWork,0.86,0
157,2019-02-11 11:54:32,Can you find the American Bison photograph?,SearchCreativeWork,SearchCreativeWork,1.0,0
158,2019-02-11 11:54:32,Can you find me the Free for All show?,SearchCreativeWork,SearchCreativeWork,1.0,0
159,2019-02-11 11:54:32,Please find me the Olympia 74 soundtrack.,SearchCreativeWork,SearchCreativeWork,1.0,0
160,2019-02-11 11:54:32,Look for the album Slave to the Grind,SearchCreativeWork,SearchCreativeWork,0.88,0
161,2019-02-11 11:54:32,Please find me the Projekt: The New Face of Goth.,SearchCreativeWork,SearchCreativeWork,1.0,0
162,2019-02-11 11:54:32,Can you get me the Message from God saga?,SearchCreativeWork,SearchCreativeWork,0.97,0
163,2019-02-11 11:54:32,Find me the soundtrack A Honeymoon Adventure,SearchCreativeWork,SearchCreativeWork,0.94,0
164,2019-02-11 11:54:32,Please get me The Henderson Kids saga.,SearchCreativeWork,SearchCreativeWork,0.95,0
165,2019-02-11 11:54:32,Find the movie Splendor in the Grass,SearchCreativeWork,SearchScreeningEvent,0.76,0
166,2019-02-11 11:54:32,Am looking for a book with the title Free to Play,SearchCreativeWork,SearchCreativeWork,0.84,0
167,2019-02-11 11:54:32,Look for the TV series Jersey Boys,SearchCreativeWork,SearchCreativeWork,0.87,0
168,2019-02-11 11:54:32,Can you search the book Paris - When It Sizzles?,SearchCreativeWork,SearchCreativeWork,0.9,0
169,2019-02-11 11:54:32,Looking for a painting with the title With You,SearchCreativeWork,SearchCreativeWork,1.0,0
170,2019-02-11 11:54:32,Please find me the Classified book.,SearchCreativeWork,SearchCreativeWork,1.0,0
171,2019-02-11 11:54:32,Look for the show V-The New Mythology Suite,SearchCreativeWork,SearchCreativeWork,0.92,0
172,2019-02-11 11:54:32,Find the creative work Face Down,SearchCreativeWork,SearchCreativeWork,1.0,0
173,2019-02-11 11:54:32,Find Four Songs,SearchCreativeWork,SearchCreativeWork,0.99,0
174,2019-02-11 11:54:32,Find me the soundtrack Live at the Greek Theatre,SearchCreativeWork,SearchCreativeWork,0.59,0
175,2019-02-11 11:54:32,Please search for the television show Episodi di The Blacklist.,SearchCreativeWork,SearchCreativeWork,1.0,0
176,2019-02-11 11:54:32,Find a creative work called Fire in the Hole,SearchCreativeWork,SearchCreativeWork,1.0,0
177,2019-02-11 11:54:32,Looking for the picture with the name of Who Made Stevie Crye?,SearchCreativeWork,SearchCreativeWork,0.96,0
178,2019-02-11 11:54:32,Look for the album Wolves Within,SearchCreativeWork,SearchCreativeWork,0.75,0
179,2019-02-11 11:54:32,Find the album Orphan Girl at the Cemetery,SearchCreativeWork,SearchCreativeWork,0.84,0
180,2019-02-11 11:54:32,Please find me the Journal of the British Astronomical Association movie.,SearchCreativeWork,SearchCreativeWork,1.0,0
181,2019-02-11 11:54:32,Find the TV show The Daydreamer,SearchCreativeWork,SearchCreativeWork,1.0,0
182,2019-02-11 11:54:32,Can you please get me the book Dracula 5: The Blood Legacy?,SearchCreativeWork,SearchCreativeWork,1.0,0
183,2019-02-11 11:54:32,Please look up the novel Live to Dance.,SearchCreativeWork,SearchCreativeWork,1.0,0
184,2019-02-11 11:54:32,Please find me the video game titled 20 Hours in America.,SearchCreativeWork,SearchCreativeWork,0.98,0
185,2019-02-11 11:54:32,Find the creative work The Devil in Stitches,SearchCreativeWork,SearchCreativeWork,0.96,0
186,2019-02-11 11:54:32,Please look up the work Prophets.,SearchCreativeWork,SearchCreativeWork,1.0,0
187,2019-02-11 11:54:32,I'm looking for Welcome to the Canteen,SearchCreativeWork,SearchCreativeWork,0.62,0
188,2019-02-11 11:54:32,Please search for the Journal of Official Statistics show.,SearchCreativeWork,SearchCreativeWork,1.0,0
189,2019-02-11 11:54:32,Please look up Show-Biz Blues photograph.,SearchCreativeWork,SearchCreativeWork,1.0,0
190,2019-02-11 11:54:32,Please search the Woodsmen of the West.,SearchCreativeWork,SearchCreativeWork,1.0,0
191,2019-02-11 11:54:32,Can you find the creative works associated with Caryl & Marilyn: Real Friends,SearchCreativeWork,SearchCreativeWork,0.98,0
192,2019-02-11 11:54:32,Please get me the Dead Soul saga.,SearchCreativeWork,SearchCreativeWork,0.94,0
193,2019-02-11 11:54:32,Please search the Live from Leeds album.,SearchCreativeWork,SearchCreativeWork,1.0,0
194,2019-02-11 11:54:32,Please look up the Johnny English - La rinascita painting.,SearchCreativeWork,SearchCreativeWork,0.93,0
195,2019-02-11 11:54:32,Can you find me The Sword with No Name trailer?,SearchCreativeWork,SearchCreativeWork,1.0,0
196,2019-02-11 11:54:32,I wish to watch The Fold trailer please search.,SearchCreativeWork,SearchCreativeWork,0.82,0
197,2019-02-11 11:54:32,Can you find me the ALMOST HUMAN painting?,SearchCreativeWork,SearchCreativeWork,1.0,0
198,2019-02-11 11:54:32,Please find me the work Serious Awesomeness!.,SearchCreativeWork,SearchCreativeWork,1.0,0
199,2019-02-11 11:54:32,Search for the game Difficult Loves,SearchCreativeWork,SearchCreativeWork,1.0,0
200,2019-02-11 11:54:32,rate this album four out of 6 stars,RateBook,RateBook,1.0,0
201,2019-02-11 11:54:32,Give this textbook four stars.,RateBook,RateBook,0.92,0
202,2019-02-11 11:54:32,rate A Twist in the Tale zero out of 6 points,RateBook,RateBook,1.0,0
203,2019-02-11 11:54:32,Rate The children of Niobe 1 out of 6 points.,RateBook,RateBook,1.0,0
204,2019-02-11 11:54:32,Give zero stars to Halo: Ghosts of Onyx,RateBook,RateBook,0.97,0
205,2019-02-11 11:54:32,give this novel a score of 5,RateBook,RateBook,0.62,0
206,2019-02-11 11:54:32,Give the current series four of 6 points.,RateBook,RateBook,1.0,0
207,2019-02-11 11:54:32,Give 4 out of 6 points to The Spirit Ring chronicle,RateBook,RateBook,1.0,0
208,2019-02-11 11:54:32,Give two stars out of 6 to 36 Children,RateBook,RateBook,1.0,0
209,2019-02-11 11:54:32,Rate The Sneetches and Other Stories a three,RateBook,RateBook,0.71,0
210,2019-02-11 11:54:32,Rate the current series four stars.,RateBook,RateBook,0.98,0
211,2019-02-11 11:54:32,rate this book a 4 out of 6,RateBook,RateBook,1.0,0
212,2019-02-11 11:54:32,rate the current novel 5 of 6 stars,RateBook,RateBook,1.0,0
213,2019-02-11 11:54:32,Rate this book a 1 ,RateBook,RateBook,0.78,0
214,2019-02-11 11:54:32,Give zero out of 6 to the current album,RateBook,RateBook,0.96,0
215,2019-02-11 11:54:32,Give this album 5 points.,RateBook,RateBook,0.81,0
216,2019-02-11 11:54:32,Rate The Mystery of the Tolling Bell series 4 stars.,RateBook,RateBook,0.94,0
217,2019-02-11 11:54:32,Give the current novel two stars.,RateBook,RateBook,0.91,0
218,2019-02-11 11:54:32,Give the current book 4 stars,RateBook,RateBook,0.84,0
219,2019-02-11 11:54:32,Give Joe Magarac and His USA Citizen Papers 5 points,RateBook,RateBook,0.72,0
220,2019-02-11 11:54:32,Rate The Guilty 0 of 6 points,RateBook,RateBook,1.0,0
221,2019-02-11 11:54:32,rate this textbook four out of 6,RateBook,RateBook,1.0,0
222,2019-02-11 11:54:32,Give the Catedral series four stars.,RateBook,RateBook,0.82,0
223,2019-02-11 11:54:32,Reminiscences of the Anti-Japanese Guerillas chronicle deserves zero points out of 6 for a rating.,RateBook,RateBook,0.96,0
224,2019-02-11 11:54:32,Give Small Screen Big Picture a 0 out of 6 rating.,RateBook,RateBook,0.96,0
225,2019-02-11 11:54:32,Gods and Pawns should get a three,RateBook,None,0.0,0
226,2019-02-11 11:54:32,Give zero stars to this textbook,RateBook,RateBook,0.94,0
227,2019-02-11 11:54:32,Rate the current novel a 4 out of 6 stars.,RateBook,RateBook,1.0,0
228,2019-02-11 11:54:32,Rate the book The Atmospheric Railway 5 out of 6,RateBook,RateBook,1.0,0
229,2019-02-11 11:54:32,rate Black Boy 4 out of 6,RateBook,RateBook,1.0,0
230,2019-02-11 11:54:32,Rate the chronicle current 1 star,RateBook,RateBook,1.0,0
231,2019-02-11 11:54:32,mark this album a score of 5,RateBook,RateBook,0.3,0
232,2019-02-11 11:54:32,rate the current novel zero out of 6,RateBook,RateBook,1.0,0
233,2019-02-11 11:54:32,rate the current novel a 2,RateBook,RateBook,0.84,0
234,2019-02-11 11:54:32,Give The Giant Devil Dingo 4 points.,RateBook,RateBook,0.9,0
235,2019-02-11 11:54:32,Rate this current novel two out of 6.,RateBook,RateBook,1.0,0
236,2019-02-11 11:54:32,Give Monthly Index of Medical Specialities a two out of 6 rating.,RateBook,RateBook,1.0,0
237,2019-02-11 11:54:32,rate this novel 2 out of 6 points,RateBook,RateBook,1.0,0
238,2019-02-11 11:54:32,Rate the current novel 3 stars,RateBook,RateBook,1.0,0
239,2019-02-11 11:54:32,rate the current essay zero out of 6 stars,RateBook,RateBook,1.0,0
240,2019-02-11 11:54:32,rate this current album 0 stars,RateBook,RateBook,0.97,0
241,2019-02-11 11:54:32,Give A Brief Stop on the Road from Auschwitz 1 out of 6 stars,RateBook,RateBook,1.0,0
242,2019-02-11 11:54:32,Rate this album 4 out of 6 stars,RateBook,RateBook,1.0,0
243,2019-02-11 11:54:32,Rate Hate That Cat 1 out of 6 stars.,RateBook,RateBook,1.0,0
244,2019-02-11 11:54:32,give my current book one of 6 stars,RateBook,RateBook,1.0,0
245,2019-02-11 11:54:32,Rate current novel one stars.,RateBook,RateBook,1.0,0
